x_0,x_1,x_2,x_3,y
348305,1664443,-72388,-24058,-354169
387892,1491321,-95347,366995,-354041
326927,1439618,-125853,157921,-353754
392241,2327221,-6565,160738,-353508
261277,1630894,-391389,206860,-352415
330564,1466534,-245546,174201,-349275
283833,1227043,-189806,288906,-349260
405351,1880753,-310627,130450,-347352
459915,1865232,-476862,92616,-346626
289166,1220559,-654350,60058,-346338
400155,1726378,-109554,248944,-345069
330203,2351959,166227,-90839,-344815
313487,1115591,-30128,408515,-344444
339398,2077644,-382689,91869,-343198
235751,1423902,310379,233958,-342010
330861,1682233,294418,155114,-341935
451894,1799170,-59978,198147,-341738
461917,1754106,-478180,244869,-341725
206516,1453373,-332289,-85726,-341254
350047,1721341,-207019,139214,-339278
437675,1622228,-96397,384543,-339030
206033,800836,-150265,366102,-338346
247769,935476,-869911,33245,-337767
424991,2497582,-141049,-52527,-336653
223756,1053906,-29520,239970,-334855
342249,1499703,-7303,405507,-333963
278090,1436874,-116850,121642,-333435
425737,2101590,-169663,140990,-331066
233619,1221040,-715541,483282,-330590
267053,1912365,399572,234172,-329568
304600,1443689,-327062,109694,-329505
401647,1561645,-335862,270464,-329334
198689,636625,-238166,359314,-328517
201005,1293615,-401908,-6736,-327550
262900,1003802,-220746,399206,-327003
276870,1864853,7774,78926,-326618
237614,1241112,-143529,303083,-326198
317238,1665769,201655,254714,-325379
369263,1713949,115758,400326,-323438
398085,2155829,-61987,305614,-322108
292563,794348,-104715,262882,-322092
350977,1581288,3486,147571,-318610
393976,1991873,-258290,21105,-317614
353125,1262034,-102848,164081,-317171
309649,1515560,-46175,135442,-317107
269763,1646059,-299225,148258,-316303
278630,1592254,436472,236826,-315616
322811,2014602,-79682,28584,-314969
290199,1469882,152088,163667,-312883
215824,972876,-465044,384037,-312082
257127,1053214,-87306,342136,-311816
202346,1859692,133426,-106168,-311746
265229,1906823,121247,63936,-311089
270427,1233952,-247382,316979,-311081
310716,1299771,-348549,191045,-309668
228390,1405008,109564,113900,-308528
364196,1725527,269450,234281,-308026
463869,1615517,353794,364243,-307395
318769,2351589,264254,-55736,-306942
295869,1146838,-95534,281215,-306790
275433,1337185,-328017,103467,-306598
202822,946533,-327082,534796,-305525
444730,1918537,-76514,92922,-305080
241618,1728842,136759,255347,-304395
399911,1795832,-74130,270972,-304321
267039,1495466,-470882,-64354,-304183
230486,1661746,-598303,93959,-304182
434217,1160843,-381353,329101,-303523
193594,698170,-569734,276859,-302562
436121,2169490,-65158,-84392,-301936
368610,1716409,235150,49541,-300100
211986,1163352,-45722,267951,-299547
402789,1666482,-99477,144326,-299405
237680,915322,-278307,303262,-298950
229242,1129759,-86964,60861,-298766
200559,1118044,-4520,170723,-298720
383565,1454490,-126151,304600,-298351
289748,1395599,164787,43985,-297444
290974,1989446,-69829,-50213,-296947
415029,1383134,-180900,219259,-295902
424220,952326,-275120,305453,-295366
406350,2083326,-324878,25111,-294667
327302,1029963,-281231,261891,-294369
463336,2353324,-246922,-162577,-294115
388540,1040995,171803,401082,-293087
333064,1542734,142539,258974,-292641
253195,434128,-222437,294234,-292236
325853,694736,-419133,479831,-292155
196498,1166336,-240829,290198,-291975
452244,1314797,-58384,411255,-291061
358220,1292313,-471421,225930,-289413
360978,1259936,-76101,181610,-289151
199625,1488580,29978,-206419,-288797
206330,860491,-76289,317988,-287889
421125,2087105,-387648,88122,-287159
421262,1076669,-60006,480788,-287134
208770,1628298,-187535,-21561,-285354
213278,1250381,83342,112026,-284348
243204,1018110,-114623,261315,-284336
260643,600714,-438172,388617,-281359
295724,659938,-36170,373221,-280213
412860,1757976,-44999,14837,-279741
314935,2065914,-181585,3887,-278398
218341,1549378,-163891,-287,-277726
404213,1028764,-629500,261882,-277667
415461,1844227,98372,108726,-275871
367073,1500905,-42425,207736,-275722
418557,1274926,84727,160183,-274534
303659,1356900,-290323,-87765,-274405
211436,1396908,-401535,85133,-274246
229783,1765573,-174536,-55935,-273755
290728,1082700,-589565,196707,-271684
206266,1472410,-13767,180410,-271463
397866,1439634,-221643,313884,-271460
407550,1173111,-320240,304616,-271125
256370,819140,-184197,269792,-270938
287515,1349595,-319493,76818,-268591
389030,1580134,-230796,140463,-268446
217374,948112,-69742,231266,-267412
440194,1237207,-487310,468198,-267384
259996,900582,-148260,197756,-265997
322284,1179026,-521992,112387,-265366
416678,973199,-403465,326134,-264522
229886,1134171,-759480,329189,-262833
428764,1538598,-222619,301462,-262733
426554,1850460,-325912,255317,-262720
193107,1487705,208183,35847,-262518
352585,1730143,-209631,77469,-261803
251431,1799468,-106523,-135565,-260555
378571,1398137,-230359,132466,-260230
285429,1340317,-247911,28539,-259340
431906,1480649,-408800,150279,-258867
262512,283210,-152903,524324,-258232
375921,1123853,-7899,213032,-258226
293191,1493731,234354,75718,-257343
265132,1557414,216091,7221,-257202
248110,1176028,-8692,96889,-257192
374464,1349230,-447717,255321,-257108
256269,1729757,-57739,75321,-256787
326747,1207943,264501,331619,-256769
199480,878940,-44042,170312,-256570
260366,1191037,-200562,185580,-256366
313236,914351,-328703,257727,-256340
193975,1072427,294149,345518,-254305
435653,1861366,-367813,256934,-253815
366104,1271341,-247042,106622,-253621
232574,1243466,-419219,213712,-253406
262541,190757,-396924,505908,-253263
324232,1335968,-134985,235990,-253130
386406,1481993,172838,86844,-250484
303363,1020092,73509,253145,-250200
438386,1578699,-8316,379813,-250054
422712,2225035,-4225,-110193,-249239
260502,702585,-152497,272311,-249204
404051,1656850,-10362,181536,-247964
233286,902489,94154,287847,-247639
298914,1305951,-26359,62631,-246912
302239,1341444,406135,363815,-245926
346521,1671129,-102956,81685,-243684
254431,784654,98114,356559,-243054
207903,1166436,-71230,33421,-242728
367019,862310,-252680,158417,-240717
292062,1255940,-279325,88549,-240529
381333,1945608,-447779,46157,-240446
296976,851991,-15284,388606,-240118
210359,987681,-247679,276407,-239931
301455,1109748,-312735,141616,-239837
382571,1531866,-403980,76544,-239833
344000,1331563,-171928,109257,-239619
316374,754738,299041,429795,-239003
202643,627747,-187185,244748,-238697
433605,1229742,-282947,207928,-236305
423077,855611,-283843,498722,-236262
271449,908023,174799,367082,-235381
282242,1068911,-329223,294320,-234389
371200,1783845,401721,-77201,-234338
193787,1137356,62553,-23762,-233094
200840,1041439,-271803,102447,-232909
458688,2117167,15205,53767,-232733
421752,788876,-346063,428406,-230439
341712,1075780,-110251,124891,-230015
435355,1625882,-12781,183932,-229793
318914,1288136,-240691,144518,-229478
265342,1126753,-546923,216851,-228867
273857,1190017,248029,426576,-228467
362765,1051226,-223177,215147,-228409
411362,837462,-520307,421072,-228161
363007,1133661,-143896,113757,-227901
207348,1684359,-130877,88668,-227645
228611,331659,-246743,350972,-227011
275869,1460424,-438588,29344,-225761
367278,1382150,-352637,150958,-225405
348094,1345815,-306583,286471,-225072
362890,711375,-61273,487615,-224889
387503,1683682,-297398,120908,-224869
250987,613122,-285859,248940,-224387
328285,857316,170954,250910,-224011
343264,1123088,-720073,79841,-223944
199264,1123446,-343195,110347,-223711
268768,1104515,-7412,236059,-221945
354548,1014942,176196,281172,-221936
292686,1440859,-60748,156138,-221481
404261,1244332,-123983,167672,-221302
241866,868506,-752615,238516,-220772
217201,914038,-178202,196032,-219920
402208,1463861,-479034,218008,-219198
283634,427571,-239831,452704,-219087
463732,1659691,-549694,192314,-218637
197937,953697,-295551,116914,-218112
466294,1774589,-323071,-41819,-218049
301442,979658,131735,356939,-217862
285031,1579849,-57964,148977,-216521
317746,1241621,-110112,215349,-216354
323554,1457816,-517916,60189,-216092
220403,1004014,-171974,176030,-215158
304426,431184,29366,389795,-215134
447859,1477661,297833,81930,-214629
299917,957458,-276695,324969,-213754
391125,1945141,4042,-69150,-213293
213531,838477,-101782,267726,-213187
299946,634603,-398704,307353,-212965
447900,1641208,-139868,111841,-212278
209421,1256389,27899,134888,-212212
439431,1158423,-241976,38975,-211378
236504,1617707,-100230,-4541,-210176
373886,1133061,-459961,121572,-209726
285031,772839,-395039,256659,-208197
381146,1149285,-282063,160388,-207701
206293,1211417,-144473,182360,-207173
269425,1068527,-465655,90141,-206353
335821,1263525,153129,333462,-206251
224100,1396870,-153856,-10145,-205879
363633,1289773,324092,177086,-205869
467722,1079706,-342249,280228,-205860
277277,1414076,84208,58264,-205771
271474,106580,-745794,466488,-205557
341902,850672,-421641,259836,-205283
304713,946617,-235267,344950,-204747
427597,1339498,-603253,180141,-204063
337797,156136,-62415,498692,-204056
198926,809166,-318259,125078,-203723
295472,1186513,52012,76595,-203416
209774,933699,-296018,158789,-203339
290669,1265613,-279662,51400,-203207
386973,1119578,135884,282130,-203014
353157,1213426,-640752,172725,-202389
219994,460965,-55452,218683,-202350
400811,1140177,-35626,288858,-201625
402402,753289,-230630,592854,-201603
441759,1777572,475894,188633,-201410
401310,810701,-283481,230520,-201321
207463,871683,177541,320203,-200206
238721,1466825,245463,56096,-199200
350577,1301242,-256064,45905,-198461
348846,1425244,283609,239257,-196949
237436,960876,-13013,125074,-196682
212822,760674,76750,-84941,-196063
262873,757394,-260118,293999,-195557
197178,628982,-51466,372803,-195445
364911,938797,-221337,259436,-195231
400846,1412325,-57486,217031,-195152
372190,914891,-485280,238189,-194404
317932,750301,-572008,163319,-192946
216205,1429641,-223278,150821,-191849
428018,850816,-7756,246739,-191678
329823,994558,-185412,87382,-191372
321655,774948,-247352,323377,-190961
299064,1107241,-398551,133716,-190813
382913,1616706,33458,-43225,-190225
461111,1635830,-239682,74733,-189970
202623,1294380,388879,91277,-189487
242386,1021568,59010,208244,-188822
432737,1304443,-22940,258383,-188181
385653,892728,-151779,234523,-187785
373371,948686,-365498,327174,-187617
421060,909758,-264994,515457,-187233
275555,1338446,-367430,-96541,-186945
408559,1574671,-145154,-13754,-185825
233440,1170160,190117,169664,-185812
215691,1380971,-17983,73152,-185670
404133,1121882,34545,254169,-184652
238169,997928,-178226,230250,-184620
365770,1099245,-255159,88941,-184588
318546,889760,-131075,244130,-184288
291640,1329838,-413809,61418,-184281
437459,1642981,277440,92570,-184080
470425,1585065,-27336,152475,-183086
372949,1585004,-308152,58719,-182501
269953,819289,-278934,203833,-181843
294286,615615,40446,490775,-181744
467018,1272154,-130684,346306,-181264
370024,1479823,13278,189665,-181117
300774,1057436,212882,239201,-181106
234242,602941,-112885,90785,-181068
200079,459014,-100821,330356,-180056
429593,1106369,-180232,192646,-178996
253512,922691,222089,213465,-178629
212193,1108085,-210576,163684,-178082
241689,1212728,-189756,22661,-177602
403871,1150817,-152155,310485,-176759
202776,829060,-19659,123727,-176285
335957,324411,-255063,384052,-175973
267905,719743,-44049,369715,-175552
367657,942797,493352,394456,-175526
388196,1072171,30614,272340,-175334
321763,1329105,-87625,299964,-175200
377649,1304962,-8395,234176,-175018
324166,1836408,42451,-62688,-174725
254147,1483113,207779,43644,-174203
425772,1805573,145215,-44222,-174080
389100,1112607,-100401,147329,-173444
304302,1526157,-90665,43761,-172882
209888,327866,-219452,295638,-172631
309605,1280693,-276533,12472,-172244
427317,1011778,159645,139628,-171840
305267,592689,-325517,151483,-171269
248209,806137,-44543,122309,-171171
238666,1267497,-256356,-45453,-170545
449323,1851833,-247118,-8090,-169999
443479,1209463,-415383,97004,-169790
254391,1209985,148653,89081,-169747
236789,742108,320413,226554,-168521
325962,1016271,-86202,126643,-167617
230129,952150,22179,84024,-166825
353843,639899,-451040,348605,-166418
301267,1382877,526671,-34348,-166173
454463,2008250,28077,-5491,-165601
338714,649210,-518725,91225,-165535
320275,1460189,-69101,-11897,-164736
296988,1138783,-33636,182666,-164615
192591,576975,-170079,95612,-163496
326000,628003,219649,309111,-162510
292453,587970,-20026,476039,-162366
460140,1558044,-258144,104993,-162279
238171,1480273,-298753,-173129,-161300
450547,1888099,-239449,-78566,-160448
199337,1109721,167008,111592,-160372
278119,1039645,-189325,62294,-160092
319786,1083403,-269241,29109,-159208
382451,1166698,-203550,386872,-159010
325714,1008894,-520240,48968,-158385
393677,1304348,-321523,65963,-158272
352764,1410708,143915,134929,-156674
457147,1352522,-2356,272023,-156584
305267,940737,-586898,90425,-156490
280478,1600390,-393326,-178029,-156132
220875,544357,77616,114332,-156009
258347,1502647,29520,-109439,-155969
384297,1492510,-251505,12525,-155851
237552,934024,-438958,35072,-154370
437500,958614,-14907,389211,-153589
254076,790252,-67859,318362,-152415
221974,818405,39380,331365,-151977
227444,869287,95711,-12802,-151871
353741,1575173,54949,-8364,-150519
243192,408832,-151792,257645,-149443
441137,1121204,-271199,209275,-149227
377405,1078431,-46444,167843,-149216
274583,1175681,381851,69099,-149089
388538,1460992,-218845,75137,-147939
461466,1860814,132957,-103229,-147623
220483,1280550,51962,-168103,-146647
264781,572617,-822269,301644,-146117
248298,1121710,139754,96009,-146012
344223,777826,-200654,209509,-145946
311799,472477,-224201,260490,-144046
383416,630279,-377897,369158,-144017
393863,1758581,-241584,42476,-143822
203298,688774,-269098,21573,-142492
308393,1029432,174952,184862,-142487
342856,1136335,-224486,112280,-141608
369996,961801,-84933,228845,-141394
222372,626322,-395120,11085,-141226
405479,1022884,-76458,385154,-140920
252823,609660,17483,388217,-140345
316445,432591,146829,420909,-139441
269510,1091988,-63952,39908,-138635
450086,1420711,-454580,163065,-138310
463636,1314344,-28380,62601,-138056
445081,1436404,-203841,75848,-137795
325209,658577,177237,226789,-137651
380352,951421,-151922,316417,-136575
250852,793703,-409607,96052,-136297
354029,807108,100859,169728,-136122
318273,764159,-304711,357105,-136001
222598,642442,-102468,22399,-135537
441634,1248591,66102,292873,-135490
236884,781238,-314661,191774,-135437
369174,1296038,158929,152796,-134473
201877,1196425,-365011,-28911,-134134
314411,1361787,30511,-6335,-134022
260326,935163,75901,103966,-133838
252835,1283768,89241,3910,-133195
330384,1590981,239217,-13272,-133075
379685,738176,231709,303326,-132663
347859,1016785,-109989,190806,-132228
436193,894378,-705140,250204,-131560
259572,566945,-56730,334924,-130519
353842,1048421,-66565,173912,-130511
427009,1655631,83755,229967,-130081
460307,1179683,-367984,130361,-129943
360234,867912,-135823,264243,-129865
282551,590613,58171,175062,-129122
207892,459350,72002,147409,-126970
233564,805459,-332574,125546,-125820
244121,103948,-865132,363491,-125119
470692,1482568,277926,188021,-125008
391997,1724543,-378285,49373,-124729
219532,1038745,89864,93008,-123799
283603,458763,110292,361891,-123531
405212,923070,130863,254204,-123155
232948,1149564,-39820,30120,-123022
283106,901819,202065,219610,-122538
457976,1611140,-489980,-83248,-122415
401971,1279535,-249527,51603,-121392
315546,442752,-601186,238325,-121105
396953,1205701,-65789,145842,-121033
343078,1502562,-165295,-103297,-120490
384474,1064538,212190,291630,-119654
353888,259833,-324949,321738,-119579
376070,1012805,-551627,-97245,-119472
401116,1328209,-375447,43036,-119240
218806,549888,-416258,114959,-118306
301539,495172,-180956,246320,-116569
195574,669003,228285,264412,-116344
358507,986904,-288592,234319,-116272
401124,762471,-498112,336046,-115623
248345,1250743,55693,-58566,-115558
207417,411640,-54846,128180,-115354
329541,928897,-539883,90022,-115064
199661,338601,-469541,175019,-114798
438563,965000,194704,385402,-114123
416246,621487,-464458,441853,-113061
329934,527716,-50156,342400,-112904
331880,714151,-207606,104142,-112425
339297,1358728,-66886,103996,-112253
258049,537406,-125464,290054,-111735
333599,477743,-117723,373587,-111654
224038,816722,-107255,-50497,-111582
309323,1375510,261695,141683,-110842
260182,1031581,192301,-97543,-110673
334558,297656,-256024,384519,-109991
365807,1134914,-142303,67715,-109588
278178,62353,-73880,562176,-109504
316774,823850,35868,326603,-109383
220722,856456,-87265,18628,-108825
362936,557293,60371,375979,-108292
348455,1556383,-6276,133404,-108045
231980,419996,-355390,229968,-107475
368719,1256115,201885,96086,-106576
334837,736381,-188712,245760,-106437
257985,97528,-295527,263939,-105905
317401,220127,-148965,364041,-105826
272551,452238,-368938,279578,-105478
282850,594270,-55796,170818,-105101
244045,-206453,153571,528024,-104822
366977,920978,-183802,-50456,-104397
279926,1066209,-114894,102286,-104379
249291,762470,193752,64513,-102927
277604,745000,-196493,300485,-102677
356596,899641,234759,44372,-101960
331137,972158,-266581,135095,-101814
318946,1180381,322289,-58439,-101711
277520,1139788,-170498,122083,-100474
218465,1022240,67656,77467,-100292
260297,341258,-353003,194782,-100214
347187,587658,-334806,214359,-100155
362570,1013531,-6736,153351,-99805
456759,1259914,-189800,-27840,-99529
444954,1105883,-278544,103299,-99298
226040,637138,10161,26149,-98651
305208,451235,-37907,445917,-98608
460524,1441030,143206,131953,-97957
297191,779169,-312909,275180,-97956
463915,801220,-923782,323385,-97728
249097,36480,-202235,412039,-97511
428477,1495986,-92049,-10147,-97189
441636,710419,67340,313888,-97172
318604,-12510,-283763,526094,-96389
410265,837649,-72646,185806,-95981
206422,427454,239406,196056,-95960
461483,1093020,80413,192453,-95260
307311,1326648,-272529,-124014,-95081
436356,984635,-126706,306006,-94990
256057,523510,-79706,171573,-94729
381352,1046488,201426,214740,-94473
269919,491298,-527357,152074,-93731
297214,619357,-464169,102868,-93565
428067,1456504,227421,67189,-93323
252486,1118091,40917,68750,-92698
205069,1135727,-319560,-187319,-91875
375365,458156,-264761,272069,-91420
222893,641346,-300573,46421,-91353
320984,605799,-191725,243492,-90874
385395,872555,-215804,282980,-90316
194512,1187273,-147123,20610,-89613
406708,1551270,213487,79148,-89039
328653,425888,-395642,305905,-88891
389629,830426,-22147,377402,-88128
199593,511923,-68872,179277,-87958
243046,959495,104229,297691,-87722
208849,437210,-51850,272469,-87133
263829,-439041,-132246,661853,-86545
279546,431296,-573376,304399,-86258
224426,731338,-189225,91635,-86159
438112,1541676,-51678,19084,-85842
209828,820344,-700146,87611,-85267
260970,777610,42005,312242,-84902
346132,968357,-105316,210272,-83502
200250,338598,-18452,92668,-83186
269041,297465,-624904,117105,-83016
397278,553663,-66700,274991,-82584
265030,990125,351658,87883,-81705
285290,846874,43168,113573,-81425
249788,18871,-374509,362646,-81331
316344,411466,-252777,291608,-81303
199440,39625,-224879,274454,-81297
232283,-110017,-433153,81883,-78517
298511,-35144,-632496,321353,-78146
454445,487644,-6166,523357,-77473
373634,300685,-155020,190802,-77370
247246,787731,410860,137231,-76678
399342,1014596,-326467,234695,-76522
404986,963270,-165077,166293,-76423
286276,511452,-65366,63724,-76214
287968,-695367,-910117,474783,-75059
267837,519075,-33575,468746,-75020
223703,820948,-138083,149191,-74685
338376,959386,-367866,59870,-73731
360051,601754,-339428,193311,-73352
212627,512922,169542,117715,-73352
200030,769006,421881,157093,-73341
233969,1035016,-69895,-20099,-73157
318648,784079,-26182,248472,-72308
336840,600177,201070,250968,-72237
308256,1172500,-172047,-38003,-71597
416464,765837,-171558,447784,-70581
407310,648820,-262420,254903,-70567
410796,1118700,268350,206717,-69922
202103,411613,-66966,-86613,-69906
442736,1696780,115126,7636,-69664
274877,266017,-512453,99654,-69076
231417,469148,9594,263271,-69007
451404,1425403,181243,231299,-67568
412063,877430,-198021,86962,-67232
367636,471119,-76348,258255,-67219
469325,1138063,-149829,131504,-67190
208040,1114190,-21107,-24951,-66353
303539,428989,-282045,255065,-66348
411018,698241,34558,394449,-65914
310015,1130937,132260,35906,-65560
363815,1106499,261809,175143,-64654
417066,1000234,-85746,154269,-64007
361157,814900,-110856,-33311,-63346
249138,718827,77161,325237,-63011
359847,673337,287648,168176,-62991
365436,993542,-104385,112771,-62846
334517,719947,-116746,126824,-62415
245031,539417,-121695,101959,-60714
259456,668673,-277571,187952,-59731
248762,680137,-65395,110903,-59513
317508,228894,-314906,310213,-58860
464728,916352,213861,356797,-58634
231656,862536,-367071,130163,-58533
231077,917898,130736,6558,-58524
378462,258499,-443351,603469,-58161
