x_0,x_1,x_2,x_3,y
1659930,3283,-2400,556083,-140172
812864,74399,-10638,328287,-139842
1476354,28585,-10264,527835,-139691
1425234,-98788,-2619,496820,-139638
1137203,114137,237,410164,-139510
1075066,-124287,-17147,477300,-138746
938448,-148979,-15342,359488,-138692
1480621,-20617,-16259,392755,-138479
1198963,-74016,-1778,348316,-138468
1377888,104894,-3586,613064,-138065
807215,117237,-13587,95096,-137985
980387,-43225,-9139,486487,-137910
973876,118169,-16530,599690,-137838
1364826,21310,-9317,462448,-137813
825821,38452,-11508,619965,-137811
832276,441,-14262,593743,-137595
1678974,170769,-3430,658332,-137551
1182276,20336,-14674,383594,-137482
1548568,39443,-14795,651726,-137296
750713,66471,-9854,260487,-137187
832719,-40034,-1571,594188,-136993
765508,-1512,-4121,470363,-136910
1131045,217425,-5552,558750,-136764
1081605,-91874,-9984,593451,-136695
992124,-102612,-9439,430885,-136510
1535627,-75922,494,635262,-136466
1115404,-8498,458,309458,-136408
840379,-37356,-12708,592018,-136394
1199535,-51937,-10152,470243,-136219
1222158,31602,-7405,544478,-136049
1499169,-41028,-16539,325587,-136026
1079737,245536,-10883,360441,-135912
1636604,35948,-10701,527401,-135903
1635383,136696,-14654,595832,-135806
1490804,151510,-13142,659962,-135731
1726328,154264,-17485,456008,-135720
929395,-126279,-11228,505634,-135545
1234089,-54913,-2173,453663,-135437
1174595,-200040,-3037,499690,-135387
1318996,216393,-990,660515,-135331
1592742,-121901,-3082,438074,-134999
1248365,-43189,-2469,612167,-134757
1283180,38990,-13686,430251,-134703
1623151,-52136,-5446,152873,-134575
951273,-89087,-6316,532652,-134534
1179944,135947,-3346,520729,-134440
1185391,112054,-9348,454176,-134397
1014111,24098,-17640,627039,-134164
1024971,98784,-10927,318835,-134152
995892,85093,-11732,39520,-134063
1591594,106171,-9031,624484,-133927
953724,146278,-2617,658340,-133391
806624,34401,-1133,398534,-133363
1425442,-122681,-299,558639,-132999
813027,-15116,-11557,633681,-132910
1188193,356944,-2586,629460,-132582
1691358,-129401,-4437,510218,-132572
1208636,160187,-7317,357507,-132568
963558,162842,-4498,393010,-132289
1024770,12396,-3053,657789,-132235
1643003,52613,-17771,646571,-131941
1027329,3602,78,-21359,-131752
1040491,37276,-8045,370770,-131656
1284531,114182,-2420,613327,-131654
854859,38965,-9092,432641,-131638
1504514,225522,-1921,417018,-131629
974274,-65533,-5399,340231,-131599
1517700,238480,-14061,325245,-131528
1491146,83159,-13394,466751,-131525
1502635,220257,-2511,580195,-131504
958380,-72464,-14526,151357,-131467
1465489,8492,-1224,474430,-131465
831220,-87744,-1259,536619,-131419
1308552,149757,-8052,194624,-131331
1090274,-7488,-2135,599711,-131132
1343386,137239,129,605709,-131037
964959,147096,-12671,434468,-130775
1097233,130834,-1112,587289,-130640
1341054,133586,-11849,421462,-130408
1564217,-110094,-10464,671463,-130305
1445055,-47755,-3966,91451,-130301
809835,151822,-827,554811,-130164
1683537,56054,-11857,254262,-130048
1082218,88643,-14384,407838,-129960
852950,-622,-16875,636603,-129852
1120096,-60186,-15200,503457,-129743
778234,24737,-14424,438137,-129486
891534,151334,-10508,593774,-129423
1574556,137505,-1874,589899,-129407
1318964,38560,-2711,506233,-128929
883977,-108883,-14128,584015,-128847
1142954,174268,-10123,105229,-128841
771698,40497,-12821,634518,-128810
1344545,-20250,-17334,417081,-128760
1508270,-116003,-14445,608582,-128666
904341,234026,-10972,565652,-128579
1443245,-102600,-12061,652182,-128567
1034093,84086,-7344,355201,-128519
1456866,-199579,-4900,290432,-128415
1642507,292615,-1954,655127,-128412
791068,-151018,-12982,374233,-128262
1075920,-103725,-352,65723,-128251
1235748,-29884,-11788,485850,-128012
862881,88960,-16347,124658,-127803
1659659,-21441,-1488,472535,-127666
990117,-66312,-6951,494921,-127635
1115139,144815,-5817,589857,-127620
1630960,-21483,-7885,501223,-127347
1204153,45785,-8935,489489,-127259
937055,229616,-1363,335770,-127254
1727039,113560,-12801,657539,-127116
1448760,22422,-14876,590864,-127098
890162,101026,-17889,380527,-126995
842237,128940,-6121,585981,-126942
936627,242948,-17260,373806,-126707
1184559,-83461,-1918,477830,-126485
1351355,188678,-11977,535686,-126303
1091413,15160,-2342,164676,-126103
859967,145659,-14275,599232,-126093
1448488,108572,-10686,664389,-126074
1688333,-139079,-5605,599915,-126039
1129080,-110226,-3943,629718,-126034
1723253,192373,-8823,650511,-125755
1597869,134517,-16070,297636,-125464
857377,4245,-14441,95454,-125370
917440,-196233,-6834,442055,-125356
788933,-6772,-5726,535321,-125178
1450434,38589,-1054,426751,-125019
1378663,250792,-6349,672219,-125006
1603270,189694,-8028,628251,-124946
854748,150348,-9797,425529,-124910
1412602,108527,-13818,613954,-124832
1436358,33577,-16750,434726,-124612
1336723,87371,-11315,594191,-124612
1509419,104005,-15360,496464,-124344
1253192,165010,-4349,382346,-124333
1202408,247841,-7957,214663,-124225
1567216,-50224,-17524,338698,-124106
1381048,-52830,-2197,580025,-124052
1357910,52605,-16348,558156,-124044
995762,4154,-10903,453590,-124017
1019787,-94126,-5646,257984,-123984
1229177,173430,-8934,658580,-123841
753800,-42919,-17334,205141,-123611
1735197,86027,-14404,595019,-123606
1397625,-19509,-10915,307974,-123554
1057598,-12402,-10354,615527,-123546
1618689,-58453,-157,590716,-123477
1600066,24288,-10901,537623,-123335
1217227,105897,-2852,630682,-123250
753752,5433,-4925,518507,-123191
1297364,133056,-13216,490322,-123185
925115,-122513,-8718,375437,-122977
950281,103229,-16572,630414,-122935
1328021,55501,-10861,651633,-122716
1012217,90233,-9700,573992,-122699
842603,146489,-8375,513359,-122697
1012205,-62633,-9087,381194,-122647
788709,88563,-12562,450569,-122334
1346218,225102,-16255,364318,-122286
891628,109174,-5050,505729,-122185
1484233,53803,-11390,615568,-122072
1026954,281704,-16167,660804,-122056
1643418,110781,-16135,506461,-121804
1427332,258564,-6920,545187,-121439
1588710,38108,-16003,274129,-121287
1150557,35886,-14097,659201,-121013
1048966,126593,-299,208853,-120980
1469428,17385,-4149,560960,-120969
996638,61600,-7706,167855,-120769
769043,-84124,-8581,631487,-120575
1407973,132416,-14936,513262,-120571
1156166,-303,-10904,496108,-120445
1578077,-38326,-12289,539975,-120324
1379977,-162573,-5640,412532,-120192
949275,39313,-13110,535344,-120186
1220783,-13919,-1895,661083,-120169
766050,46328,-8388,111051,-120152
1334063,-7823,-16606,619367,-120117
1622589,-181233,-5261,429038,-119901
1375087,79151,-8949,491257,-119829
1651508,200059,-10757,643905,-119716
830977,168960,-14075,652020,-119703
1163640,122688,-6892,519986,-119675
1733022,114397,-10799,481628,-119652
841768,-89523,-16365,228551,-119517
1029402,118295,-11352,487405,-119347
1373814,-20863,-11807,583933,-119298
1175034,-150357,-11010,450207,-119229
909765,56339,-7939,598215,-118844
1100589,108113,-7774,257001,-118732
1686168,-1098,-4043,506508,-118715
1317193,-53686,-692,589832,-118709
1127308,35398,-12411,518452,-118682
1408097,130527,-11550,642929,-118506
1014140,-6063,-7199,598497,-118353
1413784,10903,-9548,469153,-118244
973355,65807,-2146,309243,-118231
924768,-17639,-16123,438621,-118199
1693490,221729,-12913,651353,-118189
950447,-53179,-17265,510426,-118104
907391,80092,-10713,344223,-118035
1518959,149385,-8038,613032,-117965
777778,-71334,-6228,487904,-117948
1444910,6586,-8256,590153,-117933
1459903,-71584,496,424999,-117822
