x_0,x_1,x_2,x_3,x_4,x_5,x_6,y
298744,-601301,-749875,-261225,-1724459,-2408465,200012,-1307421
534407,788661,-227145,-285741,-1320363,-3698874,-2001698,-1307330
411715,-762195,-86454,-236714,-2295556,-253744,-589104,-1303158
467562,281836,-645758,-318864,-1078306,-5095273,-1665108,-1301939
540127,548285,-626035,-360986,-1723771,-2488052,-801893,-1298554
526373,-197219,-141856,-253274,-1802645,-1118914,-1005186,-1296113
413137,446378,-70206,-258876,-1593878,-2597016,-1654738,-1295090
194649,-1518565,-188770,-531537,-1697876,-3478514,-1974323,-1294727
225942,-283116,-668597,-684523,-2135224,-3293398,-2507592,-1293621
383687,3734,-403853,-323308,-1798518,-1821155,-1949448,-1290328
575610,380158,-296136,-443817,-1925612,-1380808,-1068915,-1284368
249626,-689729,-750469,-466356,-2076301,-2260606,-1141690,-1283583
627529,-215994,-317286,-627314,-1168013,-5359024,-3107807,-1281374
566155,-204555,-70285,-458428,-1599239,-3447532,-972470,-1279770
659025,-527785,-88700,-396225,-1750377,-1898718,-894980,-1279151
643138,493801,48205,-497350,-1919878,-2266069,-723269,-1276375
601916,-967328,-337104,-614524,-2088800,-1886830,12967,-1275427
513897,231259,70526,-252529,-1358617,-2852438,-1926595,-1272958
723593,-577647,-569532,-350723,-1571121,-2020255,1547936,-1272685
543315,6212,-601524,-331347,-1464591,-2974664,42724,-1271631
695360,245840,-789399,-259749,-812252,-4774174,-1367405,-1270251
583301,-200836,12298,-548500,-1566582,-3960643,1253592,-1267753
449011,765185,-286103,-565206,-2193763,-2885792,-2071656,-1267276
253826,540160,-456223,-347369,-1852155,-3275020,-8524,-1266575
491879,888640,-7215,-658604,-1852883,-3732604,-2856408,-1266048
589762,-1810761,277691,-257511,-1375782,-2005150,-1952354,-1263550
622904,68841,-315541,-455956,-1473811,-3231941,-224308,-1262728
715013,-1155473,-12133,-359463,-1803301,-1617008,1181233,-1262166
31697,-374483,170285,-240958,-1965713,-3452509,547870,-1262095
663308,68504,31113,-214660,-1000780,-4806913,1172268,-1261196
241822,-360464,-62098,-594210,-2055944,-3518918,-322782,-1260934
517586,-20535,-467311,-249247,-1401977,-3003761,452308,-1260251
692140,466732,-111653,-616714,-2103770,-2586903,1419875,-1259143
529310,-164000,-274632,-238837,-1698242,-638545,-3332815,-1257600
451050,-278761,-227736,-652528,-1926338,-3639856,220972,-1257566
202687,-116215,66108,-268009,-1209662,-5262112,-537903,-1253471
190048,-87314,-131226,-214592,-1373110,-3369210,-5555219,-1252730
325925,-510626,-239247,-414376,-2152011,-2237285,-59562,-1250337
57600,-1538706,-174254,-692078,-1876714,-4021583,-1194502,-1250238
407740,-343744,37619,-258930,-839279,-5472669,130093,-1250104
560558,106390,-528067,-248714,-1575107,-1856481,-3028240,-1246642
444041,-499667,-46626,-256111,-2117685,334339,-939621,-1245598
663043,6054,283184,-250782,-1265891,-3477306,180166,-1244087
592133,-281733,-781924,-612356,-2239354,-1596655,-1102446,-1240344
276899,-36066,-14815,-410302,-1572511,-4736148,607172,-1239879
603655,-43848,-444815,-321282,-1497637,-1804269,-2222637,-1239769
544236,697232,151708,-316469,-1479925,-3454363,47531,-1239206
725407,51539,-291011,-246141,-1315257,-1795937,-1566545,-1237473
600666,1281593,-301538,-258359,-1566177,-2796481,-628246,-1234224
-18508,-76640,-462594,-291170,-1927335,-2363832,-14165,-1233051
599922,18177,-302412,-240754,-1071784,-3535322,-1846189,-1232903
567785,-672191,-286048,-316312,-776910,-4341977,-623611,-1230314
466146,701807,-218537,-226583,-1800307,-1575197,-1850016,-1228581
516968,-497743,-473495,-358306,-905716,-4129178,-1696725,-1228309
266842,-126545,-438000,-438851,-1998085,-2358487,-1147454,-1224749
263167,-156401,65237,-580986,-2177323,-2741209,-1000308,-1222991
-84473,-139322,-788105,-348609,-2155494,-2238310,-1992980,-1221936
325221,-305972,-220370,-543508,-1757246,-2746248,-3727357,-1221793
665401,51107,-100678,-215388,-572375,-4574542,-2174934,-1221576
-147612,-834531,-5247,-252956,-1564566,-3598933,-2151037,-1218935
294617,195212,-356062,-248958,-1311218,-3749965,-697297,-1217297
567373,40233,-736201,-270204,-2061582,1132196,-2532995,-1217094
692157,-238598,-608967,-223752,-1026811,-2908237,-1750815,-1215358
567111,-98337,277597,-251718,-1662566,-1967100,-1042198,-1214985
663083,-266749,-407038,-324163,-1272769,-1800014,-2236097,-1214251
16068,13043,-744520,-222942,-1862932,-1511492,-1118656,-1211337
566636,-525174,-324085,-355360,-2162665,36431,-420939,-1209982
671952,-615077,-492827,-720880,-1973556,-2882771,-228082,-1209902
561972,854352,-563553,-409235,-1619015,-3519480,1434927,-1209488
659109,-967180,-179181,-319739,-1139162,-2514306,-642660,-1208735
345732,-537122,-145610,-243715,-950491,-4821023,-193138,-1207048
96484,248876,-305699,-433121,-1212426,-5201073,-1981723,-1205646
630860,696436,253764,-358284,-1865275,-2176402,897733,-1202872
421793,-464078,196205,-636982,-1702659,-3248522,-3727120,-1202452
395314,-133801,-724555,-347611,-1242983,-4394932,-1746164,-1200142
404683,-1865342,185702,-481432,-1446599,-3353450,-929893,-1200065
303865,146731,-257430,-382141,-1730248,-2804004,-238516,-1198882
345823,-461586,-521911,-245799,-1717841,-1902621,-1073129,-1197065
646043,-704466,-362107,-267718,-1195643,-2248583,-1761681,-1195569
518444,1040789,-556087,-476930,-1538945,-2946454,-3667133,-1193421
449637,-467746,90452,-229968,-1316026,-2761345,-833049,-1192202
401512,336640,-651866,-342141,-1759805,-1596414,-2019091,-1191874
430609,1457561,9951,-478007,-2300923,-2047969,92814,-1190496
619962,-24026,-106738,-556576,-1230795,-3811149,-1892607,-1187504
45938,247241,-774812,-320359,-1805589,-2898815,-1386550,-1186333
459046,-435267,40419,-575654,-1907638,-1715766,-2264683,-1185354
681980,498364,-361734,-277792,-1178220,-2660610,-1021851,-1181141
149130,864348,-81755,-330750,-1685161,-3757929,1368943,-1177344
701182,-1059773,-296636,-663282,-1699873,-3191561,3554423,-1177319
358910,380226,199028,-400775,-1857200,-2364434,-1793366,-1175849
163510,740396,72642,-296533,-1346897,-4871342,68396,-1175273
714557,556625,-494813,-217784,-990780,-3174910,599388,-1174984
717212,-130966,-105740,-555812,-1468879,-3508012,25232,-1174877
319206,-863399,-674543,-441086,-1366753,-3356255,-982699,-1174120
352031,-331088,163522,-543751,-1406148,-4806678,-3126053,-1172214
248595,-1130532,261519,-326862,-1532483,-3836084,1511122,-1171726
673965,178478,-563235,-726755,-2380401,-684966,-1627636,-1171159
686079,78035,-477357,-489026,-2436737,-1516,1438849,-1166452
528337,-546064,-579953,-650142,-1873394,-2565942,1261470,-1164076
715011,-19234,-166275,-732986,-2163647,-1188584,-1755222,-1163200
661356,-1329856,174189,-569724,-1182446,-3227975,-3935170,-1162894
615585,-722619,-539718,-556606,-1400815,-3118106,-20018,-1161169
636199,-345075,-704596,-440768,-1163414,-3107309,-1555702,-1157835
490660,-77437,-336724,-524292,-1570286,-3043246,-1983457,-1156889
674103,-393100,-586678,-234211,-1290818,-2476390,423203,-1156175
561827,1111773,18692,-501892,-728784,-7146370,-1719190,-1155221
607457,-1042371,-382827,-330984,-1065761,-3169966,-483899,-1155146
133063,-981952,217455,-391557,-1016729,-5159779,-3197471,-1153983
303992,343637,-23294,-466497,-1721157,-2675758,-88771,-1153519
364109,-418041,-208980,-543099,-1477802,-3665773,-1610744,-1153217
249404,-19796,-19629,-238407,-1534946,-2214412,-462710,-1149446
-14138,60754,-466836,-315920,-1950522,-1689928,-2155482,-1148991
71667,265266,-393419,-482278,-1936850,-2501116,-628444,-1148448
560303,-300233,-516901,-445792,-2141485,-596341,-309510,-1147980
678352,503069,13846,-433818,-1488608,-2157987,-1617415,-1147347
450779,739416,-710218,-547409,-1690105,-4415496,3375916,-1146480
582892,-196895,302673,-253313,-1177470,-3384030,-958278,-1146402
368869,155065,-535554,-218296,-1380522,-4066763,2403159,-1145127
-149383,43507,-559789,-297705,-2046935,-2494585,-829920,-1144416
585757,-368167,-40238,-316957,-1357655,-2742545,1373073,-1142358
641418,1198461,-752810,-424186,-1319991,-3213820,-1573614,-1141020
687039,-604641,-556365,-216930,-1275151,-2030150,341348,-1140596
649866,-573034,-454403,-498879,-661136,-6600825,2085656,-1139663
566685,787109,-716919,-254908,-1150369,-3595321,1266660,-1139280
214065,394936,-135403,-269033,-1585880,-2744095,-720263,-1139101
212239,329208,-517129,-441675,-1801295,-2454292,-1238688,-1137709
602876,-701337,231037,-611133,-1320852,-3770442,-1440424,-1136572
545339,414231,-86212,-638834,-1221583,-5340323,-1205871,-1135662
617694,-192266,147511,-571875,-2085637,-1376294,-1021183,-1135012
556474,-247394,-641059,-494819,-1233859,-3428264,-890064,-1135002
77862,828486,-187750,-253461,-1953890,-2294567,-1764676,-1134299
155648,-508684,-592159,-305835,-1902300,-779528,-2056567,-1133176
68485,179861,-213171,-357562,-1762945,-3816949,-1508912,-1132887
110166,673077,-29751,-436335,-1654943,-4626829,845919,-1132765
322737,-304453,-462214,-535926,-1152280,-4161691,-1634967,-1132708
8699,-483490,-179389,-236482,-1443959,-3638068,-1364559,-1131768
-75538,-763419,46824,-283928,-1623150,-2554651,-1439974,-1130313
519285,747958,-736149,-656850,-2281005,-1708739,354484,-1129423
280210,-865490,-298330,-418073,-1881593,-1700358,141832,-1128292
514731,170246,-219369,-619062,-1524365,-3858714,-1083646,-1127818
136531,288717,-432170,-332847,-1783721,-2659822,93289,-1126689
174866,-411630,-177019,-534511,-1435116,-4692184,-411219,-1126625
412479,1256061,-789809,-386462,-1511092,-3151036,-981624,-1125717
703257,585715,-26247,-569317,-1038385,-4317455,-2929807,-1125192
604648,-236457,-457116,-349292,-1280021,-2870686,-14857,-1125159
230407,-266060,45308,-393573,-1547800,-2365159,-2613482,-1123815
595072,-216587,-32785,-632606,-1467521,-3967182,798201,-1123111
-68339,-1102743,-518802,-294777,-1310157,-3883217,-2071540,-1123082
701485,-272254,-306366,-413177,-1427228,-2444849,-1019418,-1122120
92910,652619,203334,-489408,-1584858,-5419612,1973587,-1122017
493754,291153,-118476,-415710,-1942515,-384828,-2770483,-1121970
419360,-495923,-550791,-520049,-1778837,-2685593,213467,-1121848
371762,370461,-709363,-298920,-1446081,-2151395,1278129,-1121453
633257,-159680,-414800,-264044,-1545875,-495644,-1963672,-1120199
599624,-77581,-595448,-345787,-1017666,-2869940,-1626089,-1120196
482485,-375452,-415124,-346767,-1016408,-3653783,253879,-1119815
676401,51788,-746229,-274466,-933296,-2424823,-2983914,-1117930
413383,-188259,-551960,-326459,-1044415,-3635137,-1450551,-1117756
698543,678098,-432109,-222957,-1022300,-2914736,148054,-1117321
465903,-90,-593536,-421594,-1286921,-3797122,-1293164,-1117085
420684,406277,228715,-429174,-1981591,-2057897,353082,-1117027
245573,776282,90481,-430077,-2468350,-303815,-527036,-1114782
155098,851783,-332294,-406987,-1797542,-2603189,-1462830,-1114692
277325,-244143,-101306,-768827,-2599377,-2145507,-824360,-1114304
495066,490765,-525272,-274962,-1491593,-1624643,-1607572,-1113854
298566,-580091,-91783,-316260,-1214029,-3771941,-1208457,-1113415
223589,512951,-778978,-301194,-1887576,-660464,-750772,-1113122
647426,556900,-267404,-512334,-1364254,-2674483,-830416,-1110487
511639,-221614,-683903,-467792,-1226775,-2278671,-2429709,-1110045
-32820,-1103028,-541252,-352962,-1797894,-2636160,1209026,-1109513
-86496,-817059,-229105,-502331,-1806421,-3309595,444038,-1106977
521355,205393,-445365,-248774,-1404605,-1520670,-39380,-1106958
651036,-387966,29260,-277039,-1034388,-2362829,1075960,-1105999
534145,113502,-723990,-746142,-1654887,-3959203,-753606,-1105985
500252,870625,-634086,-238158,-1113887,-3870723,1859715,-1105692
80199,-937330,-648141,-238820,-1913995,-1604660,508511,-1104283
693989,766605,206491,-498088,-1700173,-2045018,-1084734,-1102702
157976,47613,-788520,-322163,-1580231,-2363590,-2000430,-1101404
722485,-378514,127286,-289229,-2012684,819751,-1470824,-1101039
447867,-715903,168360,-447801,-1571349,-3095967,-593323,-1099873
227374,235564,-35937,-354202,-2201168,-242847,-1630466,-1099498
-115500,-1737483,-728775,-303524,-1643579,-2162307,-827604,-1097922
22815,608675,-681580,-229152,-1250473,-4356403,455655,-1095811
645745,-514401,-160679,-307839,-948945,-2396590,-1951029,-1095790
270152,-20027,-743432,-359818,-1407062,-3238307,-411237,-1095315
55954,165986,-152096,-430249,-1586041,-4516334,-956534,-1094221
629914,896785,-522971,-267350,-1944807,388941,-609187,-1093130
560549,454705,174391,-409743,-1112367,-3842635,-1217666,-1092926
349332,291628,-389971,-504877,-2037996,-1037953,-1630790,-1092462
453403,-174927,-101845,-215578,-1597237,-499226,-2897931,-1092372
724203,-75504,140818,-664578,-1467070,-3744456,16084,-1091093
325042,-943563,-24633,-473093,-2024027,-748376,-2488714,-1090962
471620,-485162,-397762,-326803,-718840,-4541741,-221175,-1089859
-72029,10647,-518672,-265508,-1116847,-3943348,-2277858,-1089635
137151,-423063,-596350,-356435,-1095888,-4556268,501024,-1087797
578661,-597764,-127679,-235447,-1212341,-1656317,-1719755,-1087042
584164,975290,-95065,-328273,-1435349,-2143548,-247588,-1085922
32652,-628166,-226511,-266203,-1410659,-2415072,-68390,-1085557
240984,939458,-639315,-664034,-1905944,-2155039,-3022158,-1085334
423989,344167,-151883,-547105,-1548970,-3055227,-8012,-1084836
557052,157590,-323834,-359827,-1247978,-3027743,174482,-1084218
285980,-262149,-530675,-384595,-1475208,-3330720,1402255,-1084177
614816,-152630,-181184,-323173,-1291404,-2011795,-317717,-1083579
665956,-206116,-363798,-413947,-1670691,-638076,-1290569,-1083192
661312,1140731,-504221,-247574,-1643245,-1151593,-1042504,-1082439
520775,-380069,-23384,-310238,-1154213,-2332863,-367139,-1081951
586925,-60366,-239321,-479071,-1789306,-1780208,1473789,-1081712
-131289,-894716,-139085,-421851,-1895310,-3090800,589682,-1081096
108840,-621595,132327,-435728,-1928378,-1724400,-1965728,-1080461
488693,-417256,123074,-515589,-1701485,-2011464,-580266,-1080415
565281,-386601,-736160,-367372,-905748,-3215215,-1459358,-1080317
213264,149204,-110051,-285920,-1538778,-3511594,1965786,-1079968
705498,-228113,163052,-248061,-1301299,-1774375,872871,-1079617
668095,-1200729,-452094,-228305,-775492,-2690121,961885,-1079025
513874,209516,151202,-402789,-559654,-5149363,-3693792,-1078096
627331,382090,-734616,-345657,-1276887,-2412781,-269006,-1077637
655698,-382090,-96547,-564389,-1666648,-2946899,903830,-1077567
307849,2435,-484947,-702054,-1682852,-3415092,-3065871,-1077110
463744,-1253782,74034,-383769,-1799772,-1231687,1169180,-1076857
162214,-1394694,-782701,-345063,-1246664,-4015346,237195,-1075516
279588,26334,-568741,-300736,-1489966,-3324173,811924,-1074602
139634,-851728,-462782,-270012,-1483957,-2785671,-1309565,-1074216
191774,1078763,-463109,-258454,-1777406,-1978397,-1945616,-1073288
-134821,979250,-752143,-243626,-1988317,-2124968,2199003,-1072739
501741,8745,142411,-348486,-1730488,-1262302,-500164,-1072719
544560,393935,-474035,-325397,-1291463,-3367081,1546057,-1071339
543428,-1117858,-774243,-245087,-1621548,244678,-539936,-1068725
389731,-336350,227695,-465899,-1609960,-3002842,-860405,-1068622
176053,-484678,16620,-331027,-1741978,-2094187,481768,-1068606
63977,-553477,-265407,-503901,-2007229,-2124349,735876,-1067257
657337,-769437,-80187,-610174,-1352752,-3154317,861299,-1066593
-8387,-910829,-473104,-376119,-1705867,-1879497,-1441870,-1066350
618937,-980190,-338042,-521686,-1206493,-2587443,-608304,-1065759
576798,-686320,-717635,-522892,-1581690,-1334838,124870,-1065651
306749,196539,-57626,-336082,-1447678,-2604436,-995490,-1065097
345632,336367,-258190,-580744,-1919949,-2428898,-1251241,-1064839
646486,444945,-635789,-303385,-1014398,-3594169,3294489,-1064229
605971,-417033,129814,-577582,-1491782,-2576026,-865559,-1064086
178274,242760,-265178,-523264,-1844716,-3198367,408313,-1063733
266052,-879029,-331864,-407215,-1830152,-1520690,-1476831,-1062688
455311,480030,-599329,-627174,-1898799,-2041398,-698123,-1062202
52678,-599946,-7943,-309668,-1481991,-2997841,198916,-1060357
510301,-78090,-413810,-356481,-1243303,-2663930,-347227,-1059929
710534,-1025225,-761596,-386728,-1134155,-1674290,332111,-1059897
476550,58866,-476314,-623984,-2104530,-674723,-1079548,-1058356
715965,-96304,-633568,-445587,-961667,-2275548,-3942105,-1057813
250786,-911526,-649106,-510424,-1907634,-1134700,-1112049,-1056387
464818,-235201,158698,-322149,-1508953,-2163973,-1501297,-1056097
580158,-126443,-85940,-271861,-1092732,-2686030,73254,-1055886
595249,-971654,-594997,-529910,-1132618,-2424747,-1064345,-1055664
465594,138337,39302,-647411,-1550522,-4170309,-56972,-1055592
373964,-876183,-705770,-425449,-1691670,-1543565,188663,-1054999
399862,4045,-537531,-352201,-1704153,-52956,-4024690,-1054747
605616,664784,-218711,-411997,-1249196,-3060539,1025963,-1054220
431669,-871123,290204,-743605,-1782666,-2602763,-2267742,-1053762
266751,213673,-219836,-218326,-1839889,-1618136,1590491,-1053241
585052,206703,-440228,-358349,-845312,-3712110,270029,-1052420
106513,369282,-30199,-251037,-1261042,-3386690,-3537293,-1052140
653932,-1000226,-193446,-518939,-1358853,-1953539,-79473,-1051800
576459,297149,-26925,-291491,-1467611,-1763900,567260,-1051637
110237,-1452713,-411079,-757254,-1495906,-5063418,-278005,-1051520
378520,-1420159,-260828,-267690,-1406049,-1544839,-110759,-1050985
463879,-358922,-393791,-252862,-1261841,-1184983,-544075,-1050928
380935,-11694,-151864,-526054,-2053758,-987423,45132,-1049980
696945,317312,-667708,-285767,-897607,-2052244,-2280478,-1049912
393781,738931,281088,-572745,-2272560,-1882230,1298458,-1049668
542965,-1414739,-115351,-500198,-1443529,-2043629,-1658171,-1048332
503827,-206055,-524334,-526932,-1805195,-1660797,1131121,-1048057
518642,646564,-724416,-337773,-1175716,-3020861,-1790312,-1047448
130543,-986494,-673319,-252552,-1174015,-2954504,1481255,-1047105
168783,-199081,56841,-263841,-1314798,-2936675,-269796,-1047060
503455,698373,-642314,-538491,-1415214,-3101101,287212,-1046863
695805,-215190,-617788,-479389,-1710795,-1538455,346553,-1046263
606305,301922,-515814,-459451,-866487,-4445447,-1537102,-1045801
723852,-1031707,-414465,-663856,-1289742,-2747128,-340319,-1045224
185919,-705440,-150624,-230607,-1109315,-3291643,1262730,-1043678
503602,283483,15201,-261531,-1538477,-786890,-668710,-1042850
49821,644688,-118946,-430617,-1792044,-2628745,-138004,-1042816
723462,-663070,263544,-233524,-1166608,-1113562,-1404294,-1042570
301311,-766187,-461036,-598800,-1570010,-2758165,-1098386,-1042424
468942,-21041,84173,-341399,-1024183,-3836732,-582410,-1042379
640602,-1363011,46332,-414684,-1254317,-1472235,-1094292,-1041798
639644,-905380,-541557,-383449,-1819374,330071,77528,-1041581
314754,57544,-633370,-317345,-1766376,-1407631,-29294,-1041553
642517,-193448,-631800,-441228,-1240973,-2497148,1810314,-1040284
622996,456971,104751,-423097,-1417064,-1949295,-2274972,-1040155
448419,835936,-348929,-323960,-943515,-4086613,-902163,-1039854
316657,-313418,72467,-285188,-1572240,-1488026,-2238290,-1038763
720935,418970,-363896,-660142,-1648909,-2646433,-225659,-1038244
720332,26876,-200118,-292023,-1783945,-71711,2960881,-1036457
630073,341743,147162,-501397,-930543,-4293510,-404850,-1036072
195994,-580830,205327,-219709,-1283714,-2050621,-1488811,-1035439
493318,121244,94076,-265736,-952522,-3608531,-2179225,-1034774
243081,-1011448,-705545,-502389,-1561750,-2320370,-3677126,-1033259
377148,-230752,3543,-288972,-1398415,-2579090,-809845,-1033095
168071,-213475,-727998,-559511,-1784984,-2441809,-809477,-1033059
134775,-1414429,-611250,-653618,-1758825,-2379524,-2410295,-1033018
510423,563053,-653268,-270808,-947389,-2755402,-2232296,-1032950
558522,-849967,-539485,-245720,-1250325,-1909727,2281888,-1032272
550755,-92886,-261972,-420211,-1848453,-50264,-2124790,-1032089
92932,293290,-692800,-629237,-2018364,-2337132,-1288801,-1030286
600577,-169369,-585322,-349825,-1391894,-937763,-2857369,-1028819
606550,-891366,209690,-262028,-1483607,-270275,277180,-1028471
624173,-126147,-571091,-606752,-1565877,-1768829,581965,-1028426
512115,-1433647,-577056,-613943,-1235380,-2749056,-737980,-1027075
258007,507974,199715,-304555,-1450902,-2456879,-253051,-1026239
219180,-808694,-385616,-262438,-1284532,-2081525,-1010282,-1026062
367989,2899,-415571,-460453,-2158546,-143439,94221,-1025829
496235,-302983,168304,-275871,-1250802,-1874129,-2579941,-1025769
574179,-16709,-732721,-233604,-697992,-2761405,-1336913,-1025569
462296,-783257,-207097,-514059,-1602727,-1916232,-360001,-1024749
718551,116141,275587,-323795,-201704,-4806023,-4576753,-1023484
472858,-313050,-474315,-329059,-1236488,-1689232,-1635112,-1023156
261213,326292,-434793,-396088,-1792631,-2169433,316616,-1023032
-19390,-1238493,-458365,-680686,-1748311,-3344414,288560,-1022551
697687,100146,-81426,-269602,-1057621,-2034300,-3015954,-1022423
366494,-87807,210916,-306034,-1185898,-3120618,290697,-1022306
654917,381610,148666,-641086,-1914077,-947491,-63985,-1022030
356470,195480,192292,-478653,-1176292,-4082542,-1350496,-1021759
247595,385181,-655293,-479129,-1520924,-3266240,753673,-1021335
544375,222682,-454869,-521959,-1181575,-4116902,674972,-1020582
337472,-786564,-92661,-478153,-1520435,-2765920,-1318706,-1019843
501978,-737652,-65226,-229418,-753243,-2746010,1921033,-1019778
612097,105051,-488042,-366016,-990111,-3502676,1280813,-1019685
82851,259795,-178520,-465490,-1897896,-2503852,1544007,-1018791
424403,-1014882,79574,-515374,-1282100,-2980367,-2417865,-1016596
470599,-556425,-380546,-388732,-1076720,-2968145,-856603,-1016593
431505,-240769,-646312,-217694,-1498370,-1585114,2064707,-1015469
421657,754379,-336840,-704419,-2047115,-1790961,-2429319,-1015243
-125491,-25721,-485666,-369797,-1083781,-5314176,-1132597,-1015155
299186,34592,-738024,-410929,-879878,-3721775,-1654293,-1014327
416812,356602,228418,-464380,-1826234,-1832564,-795419,-1014290
426836,-540273,-297265,-221464,-484473,-4779670,497561,-1014273
532551,-531172,-779966,-419664,-785810,-3595232,-2081252,-1013974
472707,-142808,-367490,-448001,-960518,-4031333,1549520,-1013351
587145,462589,-271587,-393449,-1552748,-2387144,1565339,-1012773
335167,158890,-540830,-525593,-1574469,-3072300,100832,-1010692
-44721,31168,-709967,-342364,-949333,-5378366,-1498539,-1010384
