x_0,x_1,x_2,x_3,y
-2359284,1062724,4922335,-25270,-5290358
-3660371,592647,4464193,-1051232,-5277831
-1735223,601768,5708933,248195,-5272935
-2490431,254159,6018193,-716983,-5256323
-1802137,-676197,7455180,-651054,-5253854
-2850139,517218,4226992,-33901,-5253632
-2920064,26953,5039384,-533061,-5234005
-2380454,387447,6842795,-1177396,-5233123
-1220691,929761,7746572,-635302,-5212048
-2880435,-99233,3409192,548007,-5208137
-2127165,547942,6675996,-857564,-5205383
-2200359,973534,7792072,-1772485,-5184936
-2594520,244123,5534879,-618409,-5168510
-1920805,367531,5341434,210259,-5166678
-1722066,934596,5784356,5025,-5164136
-2448539,182858,5955235,-724723,-5150894
-1134095,429294,7212498,-147698,-5149828
-3309825,167725,2623614,445734,-5147056
-2786293,491566,4618411,-330646,-5140936
-3041403,380761,4276462,-374004,-5133302
-2182905,569333,5469382,-252785,-5123537
-2522329,805552,3259272,721857,-5119076
-2283230,-162641,4041232,714046,-5114316
-2162218,275158,5038263,98096,-5111300
-1981791,407223,6511345,-679221,-5104739
-3011363,809251,3619075,-81727,-5092016
-1712383,634147,5527285,170388,-5088024
-983433,342828,8290727,-723027,-5083841
-1820584,236167,6250395,-318194,-5080932
-1727525,302203,5812530,35604,-5079207
-1122609,-305546,5291466,1159015,-5064589
-2841013,12494,4307255,-183120,-5053732
-1908612,611637,6700594,-835051,-5041876
-2153559,290800,6383377,-843070,-5031981
-3772723,143304,3606702,-820343,-5019101
-1677933,-58478,6258505,-177695,-5014559
-3290515,445915,5156859,-1357499,-5010304
-1890642,-303326,5902127,-134712,-4999934
-1604033,-77921,7027491,-596218,-4999669
-2532577,240338,5425232,-670624,-4995316
-1594347,995915,7148968,-939817,-4982395
-2057832,812168,6220901,-836077,-4957042
-1128929,481888,6519556,62864,-4950094
-2501853,210638,5493229,-724906,-4948202
-3686801,146612,2721682,-261523,-4933031
-1657772,695578,6516024,-597849,-4925154
-2513146,575333,3950194,125978,-4920313
-2158570,269825,5413243,-361341,-4903823
-2031389,437036,3946827,652035,-4886518
-2811144,501627,4287402,-446385,-4881139
-1503487,209293,5331569,389103,-4880197
-2075200,14005,4420473,374807,-4866119
-1824915,405264,4985291,182687,-4857060
-1625804,654827,6039013,-336572,-4846916
-2326136,1008123,5669025,-950278,-4843011
-1380584,262585,6269260,-125924,-4842421
-2570544,-153532,5684860,-958570,-4838801
-1663093,-250604,5174939,370786,-4834351
-1112362,243860,7782235,-804185,-4833344
-1604331,686344,5836083,-205914,-4832846
-1132275,-31804,7384128,-509469,-4829751
-2008060,-196515,5131859,-7719,-4815042
-1857696,517410,3126114,1249832,-4812857
-1043133,472298,6191943,195604,-4806457
-1721296,652886,5887396,-396492,-4800274
-1959432,-386851,5233567,-19269,-4778595
-1003887,328289,7401200,-529544,-4775041
-1306378,81244,7317711,-757886,-4768818
-1148582,282504,5376821,595693,-4762573
-2624075,478014,4430046,-460799,-4757281
-1500649,807448,6300893,-511909,-4750021
-3482624,762536,2428545,-201227,-4747686
-1438611,503003,5826367,-74890,-4746060
-2367711,425911,5330658,-757025,-4743226
-2162939,421916,3969548,326892,-4738989
-916894,268602,7146409,-294802,-4737453
-2365037,288234,5273234,-700495,-4724818
-1673145,548953,5357304,-78271,-4719454
-1946287,335375,4880783,-18036,-4714204
-1372905,867020,6192038,-365138,-4707499
-1476154,178002,5590786,62820,-4702376
-1285388,362685,5099447,530363,-4699606
-1652694,1023380,5256650,-126160,-4691025
-2553612,-176751,5080038,-729540,-4679928
-1941267,598336,4179828,320803,-4676111
-999493,328995,7085838,-435548,-4671686
-2658016,705955,4619708,-776755,-4663847
-2890953,48578,3195558,7294,-4644701
-1730351,1207442,4734395,7344,-4636268
-1955244,227885,5909725,-748996,-4629035
-1628951,1239475,5075472,-128528,-4615245
-955207,890561,5303004,544679,-4610264
-2250180,170945,6079040,-1198090,-4604062
-2947668,522200,3615681,-479946,-4602375
-1102485,174262,5878439,158663,-4584094
-1521778,532560,4798398,296219,-4581385
-3200740,227802,2576646,-55279,-4580465
-2032910,-105251,4968465,-230923,-4568249
-3182381,158919,2690363,-114603,-4559844
-1841978,835660,5610900,-665739,-4559228
-1093164,620557,6879226,-602915,-4557938
-1191050,520198,5722391,46636,-4556052
-2548073,343127,4761540,-781765,-4552159
-1250352,392845,5486775,151521,-4549678
-1226358,899959,6408105,-528528,-4547074
-1192870,-81133,6463366,-300318,-4539506
-1675515,114657,5125766,-37068,-4527922
-1324101,812576,6059168,-422699,-4525413
-806405,1092835,7951302,-1124292,-4522663
-1429379,296226,5719758,-200656,-4519208
-1045760,206192,7338898,-797400,-4516720
-1756078,475457,6115673,-864462,-4510985
-288885,201414,8242859,-553250,-4504527
-1556494,785848,4346499,397346,-4503366
-2405436,616201,3120595,290616,-4501333
-1232474,158792,6057572,-184501,-4500746
-1223864,415865,6011887,-217674,-4498145
-843858,364315,6950081,-385857,-4497885
-2722373,14794,4100571,-538734,-4497810
-1610368,806981,6571231,-1092547,-4493110
-2466043,562391,3750416,-180948,-4488633
-1889140,962311,5187606,-569257,-4480295
-1454949,-196022,5583177,-99412,-4456388
-1666203,-11320,6432726,-910914,-4453900
-694138,394295,7299830,-508091,-4448300
-2796992,743882,3588079,-527799,-4446863
-2806231,651190,4646685,-1188272,-4446754
-1227831,427780,5601850,-29625,-4436454
-818634,464166,4471962,1102626,-4421497
-2161432,463796,3770101,87808,-4420332
-2440370,-432189,4198635,-274141,-4419638
-3052030,522977,2162201,125636,-4417319
-1641111,854475,5110273,-292879,-4413392
-2198377,50378,3236377,477818,-4412127
-1002105,498503,5878366,-13391,-4404056
-2125803,-328917,2960157,811005,-4403995
-3265607,-90324,2439459,-171961,-4400792
-2432012,-511594,4112560,-215039,-4400354
-905428,-55774,6320650,-67338,-4396700
-982769,223447,6178419,-135637,-4386467
-716792,375671,7117681,-479599,-4385493
-1616423,874341,4770274,-90879,-4385130
-1573423,957595,5994057,-846503,-4377252
-2199854,513093,3089677,413748,-4373524
-2020781,-691985,5673095,-745290,-4371365
-1886972,460163,3780731,320135,-4368250
-1495047,791918,5059768,-138345,-4367389
-2188296,362217,4569710,-502451,-4351786
43710,-168016,7020073,499845,-4349281
-2137384,443491,3538564,182009,-4346472
-1984718,699362,5120142,-712365,-4344934
-2448168,799688,4044518,-562662,-4343699
-1724348,370260,3754183,508734,-4339431
-2109839,183501,3984719,-24054,-4333690
-1142788,451816,6129653,-394633,-4332126
-1578871,760231,5871360,-780279,-4328465
-2585944,254465,5426230,-1480041,-4325307
-2773144,-103112,3660844,-489194,-4318141
-2204744,460253,4986754,-845467,-4318031
-685626,384971,6183215,64488,-4312777
-866949,305017,7024636,-658675,-4307808
-2064570,636171,2976557,529775,-4303398
-1949370,1111365,4881362,-677521,-4301242
-1551205,1393775,6688026,-1458233,-4299394
-2622596,432425,3273732,-230339,-4296314
-2507638,537975,3096919,-29853,-4285932
-1824743,821601,5605433,-949204,-4281675
-2206023,42557,4988644,-793788,-4280125
-1356466,569223,4994339,8859,-4278978
-1011525,941510,4265444,758039,-4278417
-1811118,807910,4898139,-493470,-4274373
-2655039,559978,3858849,-690075,-4273157
-2469726,444156,3752037,-400807,-4272503
-2261360,-30279,3013773,414478,-4271466
-1875260,639378,4243866,-112342,-4264975
-1874090,232404,4578746,-234813,-4260679
-1642751,1178676,4173531,45115,-4260569
-1001376,-37795,5642380,99993,-4256436
-897930,134735,7591263,-1068394,-4256161
-3331456,-178705,3209744,-873885,-4245700
-1967050,1167118,4488299,-542453,-4224336
-897616,528146,5175789,341876,-4222215
-1980975,155596,3878437,70534,-4220860
-1519105,-34841,4628040,129721,-4213817
-2250917,1417831,4724098,-1079497,-4211410
-2152128,383676,5766925,-1397404,-4202899
-1967380,976615,4755668,-692270,-4201089
-1152995,580788,4716621,295763,-4187200
-1350726,287788,5748508,-506460,-4186977
-2399731,415805,3920151,-522710,-4181902
-1213708,636494,5439842,-250720,-4176190
-1582887,1140192,5929339,-1080105,-4174477
-2439720,1264961,3939674,-796856,-4168319
-754749,128100,5859250,82923,-4159625
-1975031,536061,4439385,-445597,-4158469
-2245837,-52539,4627477,-724856,-4153512
-1548435,117986,3851317,489303,-4151969
-2192725,409289,5254831,-1178948,-4151789
-2774044,244861,4617373,-1369343,-4151417
-1412994,22178,5849759,-612921,-4150822
-2392265,49359,4292004,-699980,-4148597
-741339,122124,6902890,-578079,-4148099
-2221814,569944,3791176,-324245,-4147474
-1059125,188512,5368513,30105,-4140925
-890001,562452,6390361,-530277,-4135952
-3029341,996083,1486707,146903,-4134225
-1746442,465477,4267122,-95997,-4130534
-1595581,783339,5016108,-486758,-4129887
-2522454,366649,3721820,-590369,-4116725
-2173284,-411669,3744895,-50493,-4110437
-1101317,-437294,6796825,-817311,-4107299
-2245255,176507,2584587,458788,-4104420
-1762043,368739,4969140,-582480,-4098019
-1500244,379494,6299204,-1153469,-4086203
-729851,617806,6890362,-745579,-4083836
-2529796,39308,2574739,166522,-4078626
-1462084,540279,6160172,-1066463,-4078075
-2120175,499943,4060050,-448724,-4077048
-2066041,-139144,4352720,-425674,-4074000
-1830868,836941,4070753,-219585,-4072062
-1357163,369319,3979183,453055,-4063121
-1412681,425521,4030719,341068,-4058621
-1027781,762336,6143478,-665160,-4052740
-1480422,1004504,4876934,-414775,-4052736
-2857190,552277,3371544,-855198,-4049160
-1336827,817520,5896292,-868752,-4048206
-2849704,636653,3360823,-861080,-4044534
-314548,-3329,7351228,-484817,-4044105
-476698,264228,7701674,-950811,-4040031
-1534665,902954,5074111,-589699,-4039577
-2008922,1049359,4792094,-962102,-4038214
-1049052,732481,5609825,-367857,-4032795
-33617,219427,6898584,44885,-4031572
-1095244,635138,5629477,-409580,-4026330
-1035284,1006104,5992785,-671685,-4023064
-839694,560358,6321879,-557466,-4020405
-587612,11241,5407062,427052,-4019030
-1198241,374849,4080331,514076,-4019020
-2114976,-421724,4064307,-295034,-4010644
-1333992,707469,5021197,-322928,-4003945
-1989149,-86324,4272874,-385042,-3998395
-1729612,817890,4265587,-312150,-3998012
-3639826,919200,3063041,-1655622,-3997896
-2305890,447863,3890223,-619116,-3997248
-2855247,25730,2848657,-456717,-3996237
-2465030,13944,3977149,-749263,-3990910
-1817172,712560,4651463,-641273,-3987494
-2367504,406477,5187848,-1523317,-3981965
-2289834,183358,3869977,-549162,-3978570
-450514,314472,5294883,519811,-3974695
-1795764,385704,4617799,-531747,-3974316
-573985,-29024,6036291,-284,-3972385
-459315,-19869,7290369,-682577,-3968620
-419368,601728,7236488,-760949,-3964133
-2165127,1438380,4424290,-1075946,-3963514
-497008,271757,5868172,104431,-3959285
-2640032,950375,3403689,-836589,-3957992
-1797248,-41413,4264445,-229908,-3954101
-1777656,-30685,3975431,-27849,-3951777
-1221587,643668,6859373,-1416208,-3949622
-2978671,725549,1739821,-100830,-3948253
-1907835,220212,3941089,-215947,-3947285
-905464,898943,4688341,234302,-3942923
-862872,623452,5634704,-254252,-3938223
-2922437,926071,2179102,-384513,-3936816
-3090173,238721,2677895,-728832,-3928843
-1928081,612210,4591466,-765533,-3924251
-370178,489850,5938995,100649,-3922957
-2110376,231153,5195664,-1260559,-3922877
-2217135,816881,3432938,-407197,-3918906
-1275598,-206264,4648082,87995,-3913451
-1336866,-274415,4714340,-5636,-3912596
-2088804,130871,5037919,-1133164,-3910948
-1122572,623962,5344951,-400285,-3898872
-2684060,906498,838007,688414,-3896956
-1261792,92112,4776115,-68128,-3896925
-1482258,356047,4517446,-209469,-3895058
-1551458,-150202,4262479,-3254,-3894225
-3256349,971970,1740065,-528630,-3891365
-1202496,140954,6117097,-878143,-3889471
-1238492,506838,6018481,-942930,-3887745
-1164308,814924,5982090,-906683,-3886711
-2313123,-7042,3850693,-617672,-3880199
-2452854,-294833,1921987,514356,-3877097
-1524181,725500,3203582,472183,-3876459
-1932722,-2829,4340810,-531339,-3865012
-1845294,-274315,4969172,-776922,-3862949
-2314751,-34090,3691451,-534485,-3860243
-1083851,599778,4457773,159692,-3857637
-734895,1275727,6066097,-643249,-3853143
-1313972,431919,3697219,431403,-3852581
-2067065,98758,3056703,94430,-3849758
-1890463,763492,3110639,93520,-3848697
-2967490,150052,3179488,-997143,-3838294
-2452794,923734,3887313,-1066555,-3833671
-2995205,350195,2037161,-354611,-3827889
-1241249,274657,4547248,-17696,-3826347
-2668390,139427,2730006,-395494,-3824706
-1793388,187163,4667726,-684794,-3820461
-1263758,900029,4325301,-68998,-3818000
-495665,370930,4800662,596284,-3816938
-1191358,-232799,6662783,-1202872,-3814784
-1954176,-801715,4445767,-495714,-3814367
-1438550,439615,4171214,-56182,-3813297
-1487377,307885,6018993,-1248725,-3811224
-2468229,13031,1827511,412519,-3809423
-1565702,9809,5234272,-770973,-3805563
-1767565,209362,5902837,-1471257,-3802580
-577156,394204,5011144,345741,-3798881
-884699,181505,4950156,104713,-3797446
-2747449,538660,2967499,-759125,-3795857
-1732336,458701,4637613,-690366,-3794865
-636682,74039,7407181,-1169161,-3790915
-2241935,708244,2351812,131088,-3783996
-1801375,676153,4569462,-792243,-3783400
-1422828,16299,4703718,-308650,-3781740
-1855588,-280287,3392808,122852,-3779985
-1415263,489527,5700111,-1049160,-3779663
-1841553,-296824,3461177,97842,-3779188
-351574,589530,4173615,1055400,-3778738
-1127629,-192989,4093248,444285,-3775666
-1318650,-71372,4877594,-293961,-3771275
-1739435,925978,5768131,-1553662,-3770336
-1496339,333671,4186205,-152828,-3766006
-1960895,368418,3807181,-431436,-3765834
-150252,37848,6574801,-130874,-3765578
-1296653,300145,5577326,-814160,-3758790
-2365303,412482,3557736,-729759,-3758022
-2455767,604168,3208026,-648769,-3756494
-777556,496310,5470387,-232258,-3754464
-1327561,513032,4560395,-259006,-3752867
-2144618,-96825,4600256,-1040340,-3752788
-2040856,462445,5391678,-1568037,-3744467
-604916,296434,6715066,-805600,-3740688
-1759874,327997,4792030,-852653,-3740255
-1434191,1312960,3740411,-63460,-3738427
-1352604,680940,4952337,-603360,-3734372
-1267069,824931,3571693,332380,-3732784
-637267,688090,4204786,650521,-3732444
-1150788,168689,5945847,-893676,-3729847
-1908618,214918,4197353,-629594,-3725643
-2256308,216000,3301875,-436028,-3723490
-2025180,230237,3962083,-618557,-3723141
-2216928,300416,4861432,-1407835,-3722956
-409877,-96005,5244010,400550,-3716983
-1391726,-88437,5662204,-936573,-3714945
-1097253,456512,5126791,-396487,-3713957
-1867054,212558,3934728,-428644,-3712130
-2410959,46151,3808635,-898283,-3711715
-1596725,457388,4183486,-358786,-3707304
-1147599,86309,4520586,8983,-3707099
-1882149,-5301,4119321,-511410,-3706944
-530498,-397868,5697246,46248,-3705829
-1258755,456584,4476727,-179180,-3705309
-984237,452207,4637495,21885,-3703697
-1481801,715766,6682587,-1887015,-3701126
-788529,-53040,4708772,304721,-3700138
-1533451,552655,2364555,835743,-3698198
-1441209,268096,5080522,-720591,-3698172
-1945878,660581,2779205,94792,-3698077
-1389192,460906,4897977,-597897,-3696224
-1914298,301796,5257447,-1355872,-3695363
-2815943,910965,2704464,-866001,-3693423
-314135,603914,4691890,672477,-3693199
-2318269,589453,4070744,-1115092,-3692604
-2334556,209785,2728833,-200359,-3688253
-1745051,560957,3902082,-392115,-3684550
-1787627,990034,4240855,-761954,-3678264
-1726540,1278,3471688,27564,-3678097
-89375,242156,5764986,296140,-3672063
-1441328,24446,4587710,-379836,-3666637
-2651758,265535,3546573,-1100564,-3664853
-2122958,-406330,1830895,723336,-3663718
-1771176,1059988,4749287,-1098522,-3660385
-1008447,628128,5422625,-594111,-3659782
-958097,539971,4369667,147279,-3658207
-2551016,-202592,3769523,-1030699,-3656739
-2390053,443513,3325205,-729859,-3656275
-869325,141815,5263462,-234529,-3653458
-2093822,311201,3146850,-267718,-3651637
-622329,653500,4871807,163102,-3651316
-2003503,616677,5245129,-1576894,-3650353
-1185705,305357,5019602,-465283,-3648948
-284271,205781,6316483,-286192,-3648824
-1047576,1049936,4547542,-199235,-3648404
-1362611,146224,4227822,-122435,-3646514
-3064557,25412,2618533,-933533,-3643028
-482450,1101116,5670384,-308902,-3640735
-2043632,115614,5287296,-1538742,-3639215
-1733553,182197,4497324,-714447,-3637782
-1036035,273466,4938636,-256066,-3634169
-609556,561097,3997324,733848,-3632706
-2039727,348064,2927868,-102370,-3630279
-525770,192036,7628984,-1399414,-3629671
-2088249,750981,4620023,-1326714,-3627918
-958546,696909,5350403,-548644,-3627360
-1648286,19553,4893186,-848892,-3627118
-1348397,1263868,4625342,-642421,-3625929
-2409865,34832,4131327,-1202945,-3625255
-1714177,526109,3412763,-105373,-3624872
-2088966,670578,2766984,-137747,-3623917
-2417253,212034,1414732,470173,-3623328
-1723566,388761,3857844,-368896,-3623275
-1904277,33477,3699406,-378647,-3622290
-1734282,498982,3938984,-458312,-3621143
-1008374,861594,6263436,-1233074,-3616701
-1965065,173476,3022600,-55428,-3615519
-1226388,867884,3857183,55378,-3614020
-1188415,506376,4058196,55368,-3613839
-1642501,35656,4546328,-639496,-3612315
-1072032,607534,4934384,-408901,-3609077
-1913742,492252,4849715,-1247834,-3607951
-1566476,-40772,4881167,-754588,-3605520
-1627651,-333844,4242939,-355074,-3604013
-28095,141150,6074442,112939,-3603731
-1552405,462229,4400226,-563338,-3599477
-1178856,702372,4724957,-426474,-3598985
-2266011,1053501,2565801,-318792,-3598496
-1321609,522435,5684780,-1147053,-3598484
-1221041,201284,4850837,-433558,-3596649
-1563203,59084,4446713,-517315,-3596249
-1352762,346183,5530535,-1042902,-3595205
-1747410,747355,3222526,-101360,-3593822
-1878574,-379637,3833481,-365851,-3593762
-1190387,682614,3639292,252490,-3591891
-1135416,171774,6001587,-1067822,-3591483
-1363142,94075,5039236,-691418,-3590346
-1943567,555043,1597693,757061,-3589638
-1752973,8126,5254950,-1235721,-3587883
-910893,563563,5801842,-799424,-3584135
-1206366,913402,4106145,-133430,-3579629
-1997266,-39381,4806642,-1214381,-3578199
-2022600,1050864,1913193,333232,-3577517
-2144830,133455,4050800,-947563,-3567686
-2360772,306744,2140762,-12308,-3566811
-1804899,-73386,4374774,-734244,-3565131
-822067,830362,5544064,-622881,-3563507
-904495,687613,4633600,-105427,-3560078
-1740665,958667,4409369,-943184,-3558606
-52588,-76435,4885626,843054,-3555235
-1126506,707818,4919317,-540454,-3553839
-1766074,169415,2954822,141463,-3552517
-1244359,307098,5046785,-655503,-3552438
-2383000,636594,4170447,-1420788,-3551014
-874924,66562,5505684,-493288,-3549035
-1148441,51404,4201768,36416,-3545438
-1548743,412454,5098651,-1064787,-3541486
-1195092,357451,5791223,-1101770,-3538971
-1351257,776234,3225088,254625,-3536638
-1813270,689558,2887900,-16620,-3535941
-1161609,628945,4983508,-623033,-3535737
-1612574,295637,1400112,1239424,-3534305
-163731,437569,5945149,-97991,-3531517
-2043707,328017,2873238,-175837,-3530857
-2697656,104453,2713815,-732674,-3530380
-2152838,-507051,4575709,-1177986,-3529409
-2191260,62602,2421258,7040,-3528623
-1238461,-58599,4518416,-257290,-3525850
-1405128,154041,5754610,-1281031,-3519838
-1103820,584421,4979832,-566409,-3516184
-2274538,325705,4694589,-1597182,-3515990
-857812,20382,3935998,492356,-3514334
-2579118,613999,2952026,-896866,-3514241
-498371,-172202,5884275,-304370,-3513483
-2419638,937668,3554701,-1185140,-3513238
-2245839,673725,3092436,-634930,-3511357
-1823661,199865,3482644,-315787,-3507668
-950475,-27186,4280315,179795,-3507017
-2364509,1150,3411029,-819555,-3505714
-1886396,728066,3776854,-700834,-3505495
-3038985,-169132,2504964,-945588,-3502945
-1586425,272051,4020007,-422645,-3502747
-1474386,216905,3647097,-56044,-3500360
-1021635,-162591,4241442,149672,-3499764
-677909,1123529,4108023,301116,-3499616
-2290506,293255,3762620,-1040027,-3495180
-1621857,368477,3770001,-333592,-3493927
-802479,268187,6136531,-929729,-3490925
-1811902,1019499,3756734,-690554,-3490562
-1409909,108969,5377171,-1072120,-3489529
-637786,1204180,4433982,102753,-3478870
-736014,389205,3673467,661294,-3477575
-1109014,576847,3700663,193542,-3474329
-901794,380341,6028258,-1013803,-3473151
-597700,354759,4472612,317259,-3472953
-1923882,751475,4401422,-1193186,-3462341
-2183466,589737,2994378,-545202,-3461812
-2440744,1011263,2560569,-647950,-3461787
-2139296,420573,2604299,-213745,-3460164
-2770549,596169,969719,98548,-3459202
-1633762,-79947,3338730,-7374,-3458063
-1611500,1237258,3711501,-536471,-3457771
-1165713,817972,3804953,-12821,-3457589
-1541665,729117,4089744,-581913,-3456054
-1553575,52517,3635943,-148369,-3450184
-580409,551679,6523669,-1043719,-3448778
-1610622,563158,4633740,-975183,-3446334
-2856200,-61709,2710301,-957549,-3446212
38060,221576,6220734,-103403,-3443942
-2251347,387580,4879731,-1793370,-3442310
-1894755,861595,2939506,-283334,-3440199
-1625772,-4774,1776595,949259,-3438917
-1524110,618942,4359735,-731918,-3438663
-1790576,722429,2813493,-66447,-3434857
-895164,68952,3617755,554848,-3433813
-2339004,387679,3791252,-1208646,-3430575
-246699,545324,5331226,49517,-3425404
-456116,-764803,5197175,216444,-3420197
-2605812,-178335,3694301,-1336737,-3403948
-3494459,1064489,-147422,-163808,-3399341
-2751825,101204,1991195,-491359,-3393895
-2669573,306588,1384424,-65770,-3391466
-2411383,-96529,2540856,-418059,-3390186
-2567584,590004,2086096,-472510,-3385219
-1044854,131514,4115989,5195,-3384768
-1389774,770763,3408551,-71140,-3384257
-1324871,157905,3137974,316572,-3383807
-523009,119731,5066888,-29677,-3379662
-760648,78402,4527929,49785,-3374953
-980910,340928,5917103,-1129629,-3374639
-2448830,890264,2865819,-929297,-3371258
-1614757,456306,4016285,-644878,-3369825
-1259487,459353,4056207,-288265,-3368485
-2978948,93831,901606,-74817,-3367696
-1557494,552556,2829847,143749,-3366860
-1900052,526268,3202455,-461117,-3365140
-1062055,165602,4836791,-498114,-3363727
-927506,218629,3983037,167816,-3362652
-1163440,819296,4420769,-503492,-3361493
-1338584,808576,4655943,-853105,-3359392
-435565,-57817,8621936,-2184207,-3353099
-1221358,532432,4432245,-516939,-3352854
-949614,773423,3539182,285558,-3350824
-345079,529502,5401611,-180340,-3350654
-2423192,317559,2521780,-566786,-3350364
-1149668,392406,3437082,221755,-3348747
-1207483,-193520,4377728,-306338,-3348384
-2029246,1280447,2114549,-111114,-3348322
-856622,611415,5204747,-638387,-3343524
-1809615,425301,4261849,-1035759,-3341555
-1702110,35534,4175728,-777763,-3340776
-460754,289312,5504238,-326739,-3340635
-1200830,-99063,4390720,-332868,-3338010
-1344877,29747,4038105,-301036,-3336990
-1601256,-161397,4641231,-919784,-3336265
-1204888,1000134,3296898,86642,-3335829
-1999538,654631,4298755,-1331313,-3335678
-2238778,615011,2139519,-208179,-3331709
-2662217,-380179,2785617,-861405,-3325737
-1908025,241354,3733970,-783484,-3324739
-2225302,391495,3306365,-892236,-3322727
-1844015,130887,3364415,-453224,-3322420
-1341018,364645,3052814,228719,-3322117
-718806,134162,5932227,-866828,-3319623
-1540780,198730,3164740,-18458,-3319458
-1495080,1467691,3759770,-652453,-3319258
-951876,-5092,5079363,-550453,-3316014
-2481698,391358,4648633,-2044480,-3311717
-1323437,521112,4142743,-489784,-3307807
-2647063,-83788,3490160,-1380477,-3307118
-2242242,-344884,3104717,-635970,-3304282
-607755,46656,4752064,3215,-3301286
-594179,-344328,6544830,-1027209,-3299836
-2667061,425662,1947337,-552402,-3295753
-1489179,503975,4447158,-879306,-3295467
-2028336,532313,3372311,-791181,-3292690
-899987,302400,5020658,-559726,-3288846
-1808204,457065,3614669,-693000,-3286947
-1394415,141741,5390954,-1299996,-3284389
-2195043,555794,3100304,-818743,-3284177
-818840,855267,4282674,-134268,-3284121
-1673501,177399,2659889,122646,-3283354
-1926707,699320,2727141,-324281,-3283035
-730959,715685,5046959,-493426,-3282193
-404843,152875,5076225,-28023,-3281209
-1383667,-60287,3989493,-354197,-3280238
-1890867,462708,1628838,461870,-3274732
-1632634,132937,3896399,-623064,-3272728
-1609883,583298,4503660,-1097539,-3268981
-240552,689265,5753198,-423703,-3265247
-483671,998074,4708886,-100248,-3264570
-964831,586141,4741026,-553400,-3264447
-861527,420137,3708683,255807,-3259840
-1677804,-234044,4216331,-805474,-3258569
-1859580,623999,3515053,-765539,-3258474
-2428455,-66759,2788535,-763728,-3255967
-1002476,287977,4939684,-653421,-3255653
-583189,873799,6698284,-1445923,-3254499
-1237220,-41808,3409273,134698,-3251188
-2184033,409786,3942816,-1342604,-3250128
-872715,708924,3787310,114753,-3246821
-3010212,1047493,2448439,-1447439,-3245536
-1437315,-227350,3879823,-343666,-3243092
-1454495,24309,5207489,-1267489,-3240564
-2260293,270616,1638336,59639,-3239024
-1320662,-302335,3988916,-278387,-3237717
-1474383,719196,4070876,-734167,-3236336
-2268771,568499,3077909,-942839,-3235177
-1065588,635113,4372126,-471947,-3231117
-1101066,780822,4436194,-584602,-3230747
-938638,633763,3977703,-91719,-3223102
-2972485,259018,989073,-320806,-3223025
-1266091,119001,4937659,-936412,-3222667
-1194974,1092123,3364504,-91528,-3220865
-1994175,649524,4024871,-1283338,-3220743
-1438081,520314,4707563,-1074360,-3218522
-512192,862359,5293479,-522361,-3218120
-577308,-447396,5126027,-178097,-3217807
-672621,387617,5549950,-754805,-3212468
-2010255,295292,3521148,-905465,-3209090
-3071070,-368636,1777583,-809406,-3203957
-1510297,-141674,5640964,-1607865,-3203953
-2196824,302212,3357034,-1020975,-3199231
-636034,227901,4100699,230900,-3199200
-1138916,852882,5692448,-1485142,-3197904
-1072699,-97410,5946198,-1344154,-3197346
-1832596,520354,4745097,-1560974,-3192571
-445405,329347,6216715,-939413,-3191101
