x_0,x_1,x_2,x_3,x_4,x_5,x_6,y
2787740,-450390,-40175,-113485,1341590,-726875,-2127130,252095
2739245,-500682,11582,-150809,1441828,-849856,-2127008,252130
2778845,-608825,38021,-250154,1732155,-1051216,-2248947,252132
2827971,-496466,-24714,-282262,1461590,-815787,-2314687,252269
2678786,-455521,-29850,-199547,1347372,-743172,-2128926,252453
2653238,-536328,18901,-241230,1538755,-915190,-2149528,252495
2727129,-495280,41365,-172974,1399914,-862924,-2139028,252648
2840586,-504643,37946,-153204,1430081,-876114,-2202710,252820
2831810,-414028,46816,-120956,1159469,-730457,-2166083,253175
2702341,-506263,22729,-252795,1448190,-867522,-2195973,253238
2816870,-483622,50163,-113391,1358351,-849877,-2148156,253282
2681200,-632164,25124,-208913,1811205,-1080840,-2139466,253463
2822902,-576205,68324,-202297,1610847,-1018938,-2235966,253644
2693785,-651377,3935,-165496,1885600,-1097369,-2107841,253757
2909820,-461096,22242,-231102,1317630,-791270,-2326000,253785
2740309,-565574,28028,-223871,1615529,-971116,-2196347,253854
2689655,-422428,-30882,-437372,1252307,-686802,-2360004,253979
2688354,-449776,-8901,-208463,1312246,-749095,-2144229,254021
2662515,-644403,25731,-219488,1846166,-1101856,-2135847,254149
2838506,-429156,44853,-235612,1205071,-754415,-2278542,254197
2816577,-407922,-4408,-135160,1186904,-682112,-2168373,254249
2848186,-531106,57129,-80156,1489918,-934839,-2139663,254287
2584467,-585628,-34589,-241259,1728872,-958254,-2099708,254339
2836679,-470571,1801,-136986,1363124,-791993,-2184658,254414
2606231,-648426,2194,-258645,1878577,-1091115,-2131800,254427
2841058,-500075,68204,-41150,1390165,-890934,-2097889,254473
2722540,-631663,73852,-176719,1766807,-1116228,-2139216,254537
2851426,-557037,76463,-126146,1548084,-992784,-2185173,254573
2802342,-539170,48527,-176955,1520887,-941993,-2197280,254633
2692343,-654833,29367,-208851,1873209,-1122083,-2147485,254852
2636705,-604021,48229,-312753,1709226,-1050734,-2204669,254986
3010345,-453091,74031,-376086,1248771,-816325,-2534931,255208
2842859,-426899,58619,-43059,1186394,-760858,-2100987,255219
2745692,-416433,12342,-151913,1196827,-708867,-2132717,255295
2907429,-424842,27712,-115320,1207668,-734423,-2215605,255384
2826138,-429831,194,-131773,1246389,-722346,-2172125,255396
2703767,-642992,41388,-157690,1828276,-1111127,-2107750,255398
2769503,-502765,43916,-136110,1419373,-877397,-2135145,255584
2757368,-561204,55285,-173089,1578832,-984038,-2161054,255651
2741643,-411409,-39573,-193946,1228010,-661826,-2169230,255672
2813228,-502100,6235,-196078,1450652,-848263,-2223117,255693
2665546,-491544,-34463,-197210,1455907,-800268,-2117136,255705
2791558,-405679,17915,-150681,1160727,-694942,-2164805,255855
2874719,-454671,56885,-232221,1268464,-806232,-2301608,255897
2671662,-668579,57128,-219290,1888608,-1165820,-2142291,256026
2726380,-486708,-31060,-166024,1438882,-794672,-2131962,256102
2913264,-416260,36908,-204431,1174675,-726840,-2303466,256248
2735012,-659015,63848,-171025,1854947,-1154747,-2142913,256281
2902205,-407984,-29636,-8539,1209321,-663460,-2111604,256344
2828296,-474762,-6119,-249975,1382256,-793144,-2284622,256408
2496482,-560362,-42792,-323793,1662827,-909703,-2113393,256471
2850557,-470328,12712,-345095,1352801,-799696,-2390027,256486
2782972,-563433,58089,-104885,1582826,-989869,-2115602,256523
2790813,-431723,-15881,-255140,1266042,-713572,-2262301,256626
2660559,-556146,53095,-236989,1566094,-973912,-2150855,256684
2865492,-447497,-657,-136938,1298372,-751396,-2205496,256773
2908779,-452061,33337,-139227,1281650,-784339,-2239021,256908
2720431,-471382,-23260,-262224,1387561,-774722,-2217935,256922
2843600,-411489,25239,-156470,1171122,-710149,-2207960,256929
2837598,-424626,73519,-82430,1166672,-768118,-2134122,257008
2898265,-432928,39952,-127678,1220332,-757110,-2220560,257011
2656135,-441705,-9775,-216333,1289609,-734883,-2128262,257085
2706594,-594555,-36941,-247195,1756835,-971505,-2193800,257127
2651125,-583916,-19476,-204482,1710588,-966615,-2113508,257322
2893547,-542449,69616,-72370,1511810,-963182,-2165235,257381
2698457,-630647,3834,-205481,1825569,-1062462,-2148753,257402
2809550,-422373,-15729,-259944,1238793,-697977,-2280390,257446
2768059,-463974,-6340,-246228,1351166,-774856,-2237443,257461
2740632,-488336,64478,-203921,1359405,-868442,-2177859,257510
2789307,-448201,-3433,-112810,1302860,-750514,-2127631,257618
2793021,-532462,53411,-198441,1497130,-934354,-2210689,257690
2984872,-429441,20431,-196808,1227423,-736737,-2348215,257701
2891891,-407981,-2295,-204491,1185214,-683782,-2288030,257766
2873281,-589775,43985,-27556,1671651,-1023642,-2108487,257842
2984508,-423173,47842,-146745,1185086,-746585,-2300966,257883
2853737,-405182,74702,-157963,1109237,-736327,-2216708,257998
2946306,-515330,64886,-99002,1437332,-914100,-2228470,258074
2807646,-593653,63819,-322194,1665417,-1044905,-2337432,258098
2648731,-556333,-40948,-201766,1649517,-904304,-2109224,258165
2745814,-630769,43455,-168075,1791005,-1092126,-2147974,258202
2797423,-643913,30087,-378842,1840905,-1104271,-2383186,258231
2812197,-467439,16157,-73593,1341388,-797404,-2107418,258249
2976986,-500300,56019,-37871,1401557,-882254,-2193336,258251
2717860,-656374,22134,-219502,1884053,-1119296,-2175976,258295
2899328,-524398,67207,-184985,1461585,-931063,-2275114,258303
2759521,-605556,57381,-188059,1705611,-1060117,-2176664,258514
2774865,-475071,-31488,-230197,1405512,-774803,-2227332,258630
2898493,-511433,77893,-160569,1414567,-917223,-2251595,258636
2895954,-442849,-218,-181068,1284503,-743912,-2268992,258723
2711196,-668766,16968,-165917,1924544,-1136275,-2120856,258899
2896551,-522208,9358,-107370,1506217,-884371,-2200259,258965
2856321,-627607,71642,-235926,1756993,-1107771,-2291749,258981
2870102,-535720,55842,-278913,1504436,-941635,-2342082,259206
2788653,-624046,68349,-286124,1749568,-1099338,-2289813,259251
2759311,-634908,44563,-231200,1802033,-1099905,-2216999,259272
2704291,-619069,5503,-165350,1790521,-1044250,-2115319,259432
2677954,-507527,-18351,-189958,1488060,-839103,-2119324,259678
2773470,-492805,-31834,-118271,1457248,-804342,-2121278,259708
2755552,-655223,59184,-323379,1848062,-1144908,-2300785,259720
2696925,-497689,5814,-359725,1438231,-840539,-2292401,259847
2855722,-449530,-26829,-163807,1327333,-735352,-2223631,259916
2612754,-689016,-28512,-332406,2023354,-1136485,-2205753,259958
2824403,-526689,53073,-171613,1480684,-924402,-2208257,259969
2692606,-552943,-39565,-153123,1638468,-899638,-2095374,260188
2823871,-551673,69884,-170195,1538325,-978879,-2206540,260209
2767563,-479892,-21030,-182229,1410277,-790679,-2177021,260226
2951425,-456068,43552,-88123,1284268,-798667,-2221971,260240
2825511,-417389,-9660,-286674,1218991,-694114,-2317045,260298
2923539,-456762,43847,-40598,1286021,-800052,-2157156,260440
2885107,-627308,77066,-221668,1751347,-1111302,-2299233,260448
2844715,-601117,50356,-262203,1698929,-1047436,-2307998,260458
2912724,-479151,7813,-189230,1382706,-810878,-2288808,260525
2884967,-407582,-18824,-101191,1198625,-670824,-2186064,260540
2771899,-480739,-14949,-243336,1407374,-796623,-2237513,260567
2943029,-434672,-5216,-377391,1265196,-726458,-2487363,260602
2854226,-463130,61100,-363616,1289283,-823579,-2410068,260604
2790288,-531050,269,-267346,1539870,-892470,-2273375,260731
2980389,-411046,62685,-286528,1136836,-737246,-2429168,260799
3019344,-405318,40001,-68630,1140214,-710755,-2252905,260840
2825798,-533138,7524,-141628,1539530,-901371,-2181127,260848
2773603,-421406,-37591,-126063,1255257,-680098,-2128686,260862
2897536,-646895,53947,-141657,1828526,-1127022,-2233152,260889
2795022,-606343,12572,-121830,1747384,-1028125,-2140239,260954
2843814,-627596,74318,-59963,1754602,-1109742,-2117543,261065
2818529,-522921,-25875,-165692,1539336,-859374,-2198443,261079
2817020,-531442,77408,-242297,1473023,-950482,-2269242,261133
2893048,-423828,21811,-36310,1209926,-728331,-2131031,261153
2855326,-468679,73779,-318740,1294201,-842330,-2368750,261218
2867737,-520325,30664,-364833,1481976,-897048,-2421004,261329
2815126,-457166,-32928,-71879,1354853,-743647,-2107932,261386
2753074,-652233,53314,-145485,1844564,-1135520,-2132035,261523
2638514,-556329,-20812,-242737,1631761,-919270,-2140270,261576
2757116,-576709,-17675,-338335,1688100,-955844,-2315955,261710
2637947,-542190,7795,-206382,1565542,-916782,-2105740,261713
2984377,-438096,66047,-45063,1212320,-785193,-2205443,261738
2876780,-542333,34308,-94613,1542592,-936735,-2173956,261795
2779428,-671514,34649,-234230,1916930,-1154038,-2234423,261835
2808060,-515192,16210,-67810,1479832,-877678,-2098992,261879
2815726,-633329,11515,-116092,1826579,-1072680,-2149860,261891
2764021,-653188,50841,-134943,1849512,-1135286,-2130076,261946
2761379,-509986,-42996,-104569,1516910,-824910,-2099654,262041
2770496,-571819,2203,-220899,1656400,-962408,-2215438,262119
2837155,-418140,8609,-287724,1205066,-708958,-2326470,262162
3001257,-465917,27513,-153153,1326965,-803289,-2319120,262221
2953112,-580699,63019,-152468,1628555,-1022545,-2283581,262274
2737794,-603045,-16892,-355799,1763787,-1000677,-2318339,262381
2781086,-580603,34121,-173604,1653745,-1000897,-2178728,262553
2816879,-638236,46663,-182227,1809832,-1107057,-2212764,262690
2899558,-443117,27151,-264881,1261163,-764712,-2350264,262763
2912859,-504301,28992,-121142,1436980,-868882,-2225005,262794
2873198,-579757,60856,-193829,1627729,-1019354,-2264474,262809
2905591,-568768,41993,-35029,1612485,-986866,-2138920,262908
2917210,-457032,68446,-161160,1265122,-818794,-2265716,262924
2988122,-427642,-39,-260663,1240246,-718495,-2410498,263007
2795281,-510186,6798,-260856,1473606,-862267,-2270903,263084
2676036,-648401,69736,-170226,1818978,-1141292,-2099415,263092
3028409,-447105,33043,-72656,1267534,-775793,-2263254,263190
2794937,-659198,5130,-186391,1907227,-1111398,-2200769,263192
2647142,-511077,-24668,-193220,1503922,-840370,-2100052,263194
2751602,-683112,53039,-251547,1934360,-1187199,-2230507,263200
2869148,-546842,14674,-24204,1572974,-929714,-2102345,263209
2983888,-409238,-11830,41714,1197263,-678806,-2123648,263223
2911884,-531055,-25563,-113070,1562649,-873271,-2216723,263447
3058974,-407049,71260,-217357,1117687,-736905,-2421211,263449
2850561,-556147,-1670,-78990,1614363,-933196,-2140290,263453
2946607,-457838,56992,-220843,1277554,-811633,-2343036,263584
3027575,-415634,74937,-60086,1139343,-754063,-2250853,263607
2923301,-415107,36268,-228743,1171895,-724428,-2333557,263614
2874540,-444995,19844,-95360,1273048,-762434,-2173034,263688
2886652,-573031,-2396,-281339,1663966,-961024,-2356355,263726
2758155,-590369,8412,-265662,1704723,-998191,-2248503,263726
2821176,-497484,-13127,-283185,1454330,-826112,-2310628,263789
3019355,-456525,77927,-82913,1255295,-824992,-2266318,263801
2859317,-420875,15544,-113011,1206888,-718711,-2178565,263802
2874903,-463883,9632,-92498,1336827,-786578,-2170611,263870
2788834,-611352,35469,-173159,1741732,-1053565,-2183927,263912
2934617,-572878,77052,-232701,1593505,-1019838,-2345474,263917
2731089,-516850,-3572,-132760,1502072,-865754,-2104157,263993
2721663,-574817,-11367,-140082,1677053,-957355,-2104196,264023
3165155,-457783,78355,-166581,1258568,-827424,-2450520,264134
2534031,-634280,-29101,-324006,1865133,-1044080,-2140810,264139
2699898,-690359,21593,-280783,1983091,-1175996,-2220469,264141
3052945,-459533,44995,-210886,1293045,-805562,-2410768,264153
3005726,-472819,17894,-206813,1355459,-807735,-2372720,264155
2856173,-535763,31966,-184524,1525602,-923955,-2243402,264251
2876037,-435876,16157,-102577,1249852,-744372,-2180892,264285
2699377,-626263,-24536,-202329,1837858,-1034003,-2146463,264372
2799919,-655770,73076,-155951,1837405,-1156156,-2175812,264548
2917450,-453115,4759,-89451,1309891,-764862,-2198591,264582
3025874,-548423,29900,-29807,1564140,-943691,-2221203,264698
2712198,-604493,-25014,-168201,1775145,-997071,-2123726,264851
2861353,-593004,18340,-141397,1703617,-1010001,-2206682,264871
2771583,-479790,1642,-178051,1389998,-807363,-2176014,264910
2738575,-512149,2395,-204203,1483182,-862293,-2176632,264942
3001862,-545325,39906,-76780,1546335,-945925,-2247883,264959
2871509,-481500,77323,-207493,1328258,-866506,-2276074,265044
2922197,-612280,21097,369,1757091,-1044438,-2117736,265065
2970063,-606253,66907,-251539,1699236,-1068371,-2388845,265083
2769056,-575333,7218,-311761,1662171,-972041,-2299669,265206
2955124,-549556,51868,-217030,1548065,-961928,-2345630,265211
2772091,-661130,-6620,-281443,1923188,-1105909,-2273415,265211
2873875,-645492,78334,-210669,1802965,-1142797,-2280769,265236
2743329,-618828,-43322,-148407,1832854,-1007544,-2127714,265255
2892184,-462273,321,-244562,1340363,-776950,-2325849,265279
2750497,-647226,24170,-115841,1855730,-1105439,-2102346,265305
2944331,-689846,33188,-303753,1971385,-1183755,-2419197,265351
2715606,-641520,-4664,-163352,1864591,-1074413,-2121646,265435
2882417,-593467,17535,-156453,1705667,-1010179,-2236079,265437
2974205,-423836,30525,-16441,1202272,-734825,-2171208,265451
2817130,-685358,-860,-308780,1988375,-1150898,-2331716,265476
2938615,-641086,70642,-141517,1796964,-1129673,-2262796,265502
2858430,-573273,38320,-38645,1628784,-991703,-2108130,265585
2897881,-595681,54181,-94427,1679793,-1041147,-2189077,265585
3032071,-429585,-28890,-239986,1271307,-700308,-2422949,265625
2860245,-414253,-37686,-97302,1234594,-668007,-2164495,265635
2822551,-610314,1006,-139681,1769093,-1026196,-2176946,265642
3009681,-425218,35797,-169994,1201634,-741066,-2341032,265684
2756143,-521796,-8034,-110776,1520348,-870747,-2101684,265787
2940353,-450991,42279,-152155,1270664,-789189,-2274039,265801
2927129,-453165,2446,-170308,1312075,-763225,-2281491,265844
2739742,-647111,-17044,-283603,1891718,-1074603,-2251995,265848
2672907,-404759,-38009,-262846,1207345,-651816,-2184071,265874
2850898,-542034,38364,-175997,1538150,-939249,-2231576,265947
2798666,-446281,-7407,-146413,1300796,-744334,-2165952,266059
3069340,-523657,74709,-96107,1452823,-935394,-2314931,266089
2723445,-526457,-29198,-396490,1552520,-862844,-2346128,266094
2770613,-440392,-45486,-250131,1317275,-706127,-2242958,266105
2944365,-450854,-37463,-134969,1340547,-729671,-2260818,266111
2642656,-660220,-37792,-274000,1948020,-1081202,-2172613,266120
2913006,-421227,58511,-36057,1170040,-751248,-2145259,266120
2845408,-505859,-7673,-92223,1473812,-844239,-2148974,266131
2931691,-456624,17957,-56076,1308435,-780570,-2177590,266164
2923065,-441507,-45368,-123589,1320405,-708088,-2234699,266186
2833485,-528179,-39802,-209833,1566858,-857853,-2250710,266255
2696437,-671362,-32307,-247653,1975500,-1104001,-2186868,266289
3053117,-533952,78582,-226090,1479266,-955572,-2425161,266335
2900246,-470196,-2424,-146616,1365759,-788221,-2239770,266347
2789361,-652688,52470,-133929,1846628,-1135657,-2147491,266413
2711454,-622027,-10083,-257238,1812836,-1037632,-2206748,266452
2952324,-497723,77017,-497792,1375579,-893537,-2607096,266486
2961754,-446361,71898,-177162,1231135,-803432,-2313020,266569
2928191,-566123,43270,-150723,1603689,-983371,-2263880,266600
3029492,-424600,62266,-127188,1176512,-759707,-2315217,266604
2941942,-456994,-29851,-322858,1351643,-745646,-2435396,266734
2826835,-472578,12235,-229553,1359747,-803121,-2264396,266743
3007185,-416533,25326,-134031,1185673,-718688,-2305471,266791
2904488,-436140,-25099,-71544,1286976,-714141,-2172390,266803
2871560,-546351,14248,-89237,1571923,-928571,-2165127,266904
2790180,-635015,25458,-87920,1819179,-1085879,-2104905,266946
2928482,-524177,47921,-10086,1477940,-916351,-2132103,266961
2942531,-466316,20037,-142562,1334711,-798400,-2266614,267034
2915224,-576622,19920,-1430,1654715,-983651,-2114369,267051
2851018,-502512,-8366,-246358,1464716,-838100,-2297697,267075
2788715,-689633,59959,-86840,1947172,-1203300,-2102830,267080
2836299,-543945,59343,-234883,1525204,-958058,-2276258,267097
2721130,-526875,47915,-140812,1485772,-920880,-2104495,267178
2864316,-404588,-46820,-105800,1214613,-644977,-2175421,267201
3016774,-469165,-3941,-269331,1364105,-785360,-2439401,267220
2856405,-425389,-28245,-79712,1258570,-693738,-2145204,267240
2875429,-459930,-31247,-174926,1361387,-749541,-2248351,267280
2867842,-650047,63140,-259522,1829564,-1139152,-2322245,267304
3025981,-426043,39428,-170008,1200826,-745153,-2352859,267430
2863793,-670771,76417,-112475,1877967,-1183845,-2181306,267458
2730657,-488246,-43752,-184324,1454529,-787821,-2152236,267460
2921808,-432085,-19803,-140087,1270549,-711265,-2249271,267509
2780961,-474877,-24922,-95814,1399163,-779358,-2105632,267525
2918125,-583373,50932,-119690,1646962,-1018051,-2227460,267560
2784895,-623462,19241,-103170,1791153,-1061845,-2115387,267566
2795568,-491346,50585,-74055,1380377,-863168,-2095798,267594
2918444,-662446,64228,-21425,1864565,-1160795,-2135468,267652
2864076,-666852,45837,-141675,1893550,-1154523,-2208916,267695
3015077,-512081,70446,17421,1423009,-912775,-2169054,267739
2941032,-476053,48995,-175198,1337428,-836291,-2296158,267773
2837425,-505196,-28891,-350062,1490588,-827348,-2385170,267809
3048394,-519347,74237,-84942,1440740,-927801,-2289271,267967
3037510,-564467,60295,-161039,1583879,-993246,-2352799,268024
2797546,-566529,-43370,-277219,1681223,-919636,-2287901,268036
3015999,-442721,27511,-111600,1259695,-764314,-2290808,268079
2908866,-644147,31575,-96918,1840272,-1105771,-2199376,268137
3051154,-469569,54937,-261215,1313387,-829816,-2456703,268141
2815118,-442886,-32215,-221875,1312810,-720184,-2248698,268253
2997050,-481082,-3907,-129500,1398637,-805409,-2293873,268267
2807084,-593256,39163,-397765,1685997,-1025906,-2407948,268343
2972750,-550715,47945,-374432,1554882,-960957,-2506129,268422
2843810,-603577,30703,-157751,1723384,-1036957,-2209314,268471
2911590,-492415,-32754,-153221,1456927,-803002,-2254192,268483
3087790,-430718,22710,-273189,1229118,-740577,-2494495,268496
3011814,-481782,8644,-195232,1389605,-815916,-2366264,268529
2966731,-437483,-37319,-151865,1301641,-707311,-2292886,268541
2919451,-452741,26253,-202473,1289864,-780214,-2306112,268580
3075376,-444214,56242,-269703,1238706,-788184,-2482226,268625
3057103,-574452,69756,-78594,1604500,-1017058,-2289625,268630
3161285,-556797,68788,-183774,1554152,-986674,-2463851,268632
3010855,-523979,73833,-41607,1454528,-935284,-2221391,268773
2814205,-593903,35680,-252436,1690942,-1024404,-2276717,268840
2922746,-484856,60993,-116906,1352385,-860004,-2228196,268853
2815022,-492647,-17857,-157246,1444471,-814469,-2187974,268898
3138065,-423728,52787,-218551,1182337,-751194,-2479658,268971
2884775,-548163,54256,-124440,1541918,-961362,-2207744,269002
3134130,-422803,43764,-93052,1187608,-742932,-2359025,269016
2750498,-684782,7185,-218314,1979613,-1155911,-2198518,269052
2911319,-470274,6535,-159385,1358089,-795013,-2259780,269055
2915098,-615452,69296,-111803,1723810,-1085603,-2217863,269148
2899306,-465367,-39136,-163565,1384108,-752810,-2254995,269169
2932516,-632003,-7762,-161923,1839723,-1056119,-2277526,269213
2975702,-555037,25148,-156658,1587507,-951270,-2303887,269247
2703280,-612430,31559,-186373,1748305,-1052469,-2134316,269285
2916291,-598514,10038,-81948,1726912,-1013085,-2190710,269326
2798986,-557378,-15899,-290161,1630471,-924684,-2301092,269416
2972171,-502333,38523,-104953,1422874,-872662,-2252802,269486
3031417,-643321,74686,-179819,1799884,-1136437,-2366007,269520
3021133,-538245,35907,-318427,1529326,-931055,-2488637,269585
2951100,-451077,20218,-40132,1290356,-772931,-2176695,269608
3102483,-453999,48764,-223961,1273674,-799066,-2458945,269703
2901286,-561559,-1833,-235304,1630202,-942168,-2323758,269728
2819188,-481228,-4520,-137733,1399599,-805197,-2172680,269746
